N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2021;entrées 2020;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;part des séances de films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude
12833; LA SALLE DE SPECTACLE ET LE CINEMA;AUVERGNE / RHONE-ALPES;493 AVENUE DE LA GARE;73006;Aime-la-Plagne;4596;73;73201;Aime;8427;06-autres communes et unités urbaines;1;150;21;55;1 675;1 081;54,9;Moins de 2000 entrées;73210 ZIMAGES;;NON;NON;;FIXE;NON;C;50;42;8;62,0;23,1;14,9;0,0;9;20,9;15,5;45.555539;6.651442
13513;VICTORIA;AUVERGNE / RHONE-ALPES;36 AV VICTORIA;73008;Aix-les-Bains;30563;73;73601;Chambéry;197395;04-Unités urbaines de 100 000 hbts ou plus;5;870;32;3 514;22 356;16 629;34,4;De 20 à 30 000 entrées;VICTORIA;Roupioz ;OUI;C;PR;FIXE;NON;B;178;146;118;72,4;12,1;10,2;5,4;132;93,6;91,6;45.68994;5.909791
14071;LE DOME GAMBETTA;AUVERGNE / RHONE-ALPES;12 RUE GAMBETTA;73011;Albertville;19772;73;73401;Albertville;41936;05-Unités urbaines de 20 000 à 100 000 hbts;1;247;32;661;12 758;5 679;124,7;De 10 à 20 000 entrées;LES AMIS DU CINEMA;;NON;NON;;FIXE;NON;C;49;49;35;20,8;60,6;17,8;0,8;1;3,3;4,3;45.677069;6.392496
14073;LE DOME;AUVERGNE / RHONE-ALPES;135 PLACE DE L EUROPE;73011;Albertville;19772;73;73401;Albertville;41936;05-Unités urbaines de 20 000 à 100 000 hbts;2;365;32;1 668;25 039;19 309;29,7;De 20 à 30 000 entrées;LES AMIS DU CINEMA;;OUI;D;RDJP;FIXE;NON;C;150;119;47;74,7;10,6;10,9;3,8;82;60,2;55,6;45.676502;6.391967
14222;CASSE MASSION;AUVERGNE / RHONE-ALPES;LA RUA;73013;Albiez-Montrond;380;73;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;214;13;100;1 038;2 182;-52,4;Moins de 2000 entrées;SYNDICAT INITIATIVE ALBIEZ;MC4 (Gardebosc);NON;NON;;FIXE;NON;R;59;54;6;42,6;50,9;6,5;0,0;13;16,3;7,6;45.217522;6.343043
15374;BEL' DONNE;AUVERGNE / RHONE-ALPES;PLACE DE VERDUN;38006;Allevard;4168;38;00358;Allevard;14861;06-autres communes et unités urbaines;2;241;32;841;18 341;12 147;51,0;De 10 à 20 000 entrées;BOCCA BERNARD ALBERT;VEO (Baron);OUI;E;JP;FIXE;NON;C;125;110;48;48,8;41,3;9,1;0,8;46;31,9;25,2;45.394059;6.075331
15792;LE MOTTARET;AUVERGNE / RHONE-ALPES;STATION DE MERIBEL;73015;Les Allues;1900;73;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;172;12;151;1 071;2 364;-54,7;Moins de 2000 entrées;GERARD DAVOINE ET SES ENFANTS;;NON;NON;;FIXE;NON;R;36;33;0;39,0;42,6;18,3;0,0;8;17,4;12,4;45.404713;6.578019
16573;LA FACADE 1;AUVERGNE / RHONE-ALPES;RUE BLAISE PASCAL;63003;Ambert;6879;63;63203;Ambert;7441;06-autres communes et unités urbaines;2;307;32;676;9 803;6 821;43,7;De 5 à 10 000 entrées;COMMUNE D AMBERT;VEO (Baron);OUI;E;JP;FIXE;NON;C;100;84;1;60,6;30,2;8,9;0,3;30;23,6;10,7;45.547184;3.745498
17961;CINEMA DE LA VIOUZE;AUVERGNE / RHONE-ALPES;AVENUE DE LA GARE;63004;Les Ancizes-Comps;1680;63;63112;Saint-Georges-de-Mons;3675;06-autres communes et unités urbaines;1;347;32;562;8 671;6 042;43,5;De 5 à 10 000 entrées;CINEMA DE LA VIOUZE;VEO (Baron);OUI;E;JP;FIXE;NON;B;117;105;0;49,1;38,8;11,5;0,6;36;24,7;11,8;45.928236;2.829038
19901;PATHE ANNECY;AUVERGNE / RHONE-ALPES;"AV. DE BROGNY - ZAC ""COURIER""";74010;Annecy;131481;74;74601;Annecy;177543;04-Unités urbaines de 100 000 hbts ou plus;10;1839;32;9 672;290 748;180 146;61,4;De 200 à 300 000 entrées;PATHE ANNECY DECAVISION;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;176;139;134;39,0;44,5;15,5;1,0;35;17,3;11,1;45.912917;6.125425
19941;NEMOURS;AUVERGNE / RHONE-ALPES;22 RUE STE CLAIRE;74010;Annecy;131481;74;74601;Annecy;177543;04-Unités urbaines de 100 000 hbts ou plus;4;448;32;3 371;54 782;49 609;10,4;De 50 à 80 000 entrées;ROUEX;PATHE GAUMONT;OUI;A;RD;FIXE;NON;C;128;103;95;66,8;16,9;10,0;6,2;100;98,6;99,0;45.898226;6.123792
19945;CINEMA MJC NOVEL;AUVERGNE / RHONE-ALPES;PLACE ANNAPURNA;74010;Annecy;131481;74;74601;Annecy;177543;04-Unités urbaines de 100 000 hbts ou plus;1;174;32;426;8 860;12 782;-30,7;De 5 à 10 000 entrées;MJC POUR TOUS D ANNECY NOVEL;;OUI;B;JP;FIXE;NON;C;100;59;1;55,0;19,3;20,7;5,0;48;75,5;75,8;45.917017;6.134075
19951;ESPACE 300;AUVERGNE / RHONE-ALPES;1 RUE JEAN JAURES;74010;Annecy;131481;74;74601;Annecy;177543;04-Unités urbaines de 100 000 hbts ou plus;2;1188;2;26;2 207;0;#DIV/0!;De 2 à 5 000 entrées;BONLIEU SCENE NATIONALE;;NON;NON;;FIXE;NON;C;20;1;0;0,0;0,0;100,0;0,0;1;100,0;100,0;45.902197;6.128472
19983;CINE ACTUEL MJC;AUVERGNE / RHONE-ALPES;3 RUE DU 8 MAI;74012;Annemasse;36648;74;00652;Genève (SUI) - Annemasse (partie française);189489;04-Unités urbaines de 100 000 hbts ou plus;1;111;32;529;7 501;12 934;-42,0;De 5 à 10 000 entrées;MJC CENTRE ANNEMASSE;;OUI;C;RDJP;FIXE;NON;C;81;61;1;61,3;17,7;11,2;9,8;55;90,6;76,1;46.191752;6.231982
20203;NACELLES;AUVERGNE / RHONE-ALPES;BD DE L EUROPE;07010;Annonay;16912;07;07401;Annonay;27999;05-Unités urbaines de 20 000 à 100 000 hbts;4;525;32;1 960;41 564;24 580;69,1;De 40 à 50 000 entrées;BAUCINE;;OUI;D;;FIXE;NON;C;152;126;69;44,2;44,4;10,1;1,3;55;21,4;13,4;45.242757;4.670325
20311;SALLE DE CINEMA;BOURGOGNE / FRANCHE-COMTE;LE BOURG;71009;Anost;738;71;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;103;32;120;1 452;1 414;2,7;Moins de 2000 entrées;ASSOCIATION ANOST CINEMA;;OUI;E;;FIXE;NON;R;77;59;0;66,1;23,6;5,5;4,7;34;59,1;62,0;47.068237;4.09482
22231;PATHE;AUVERGNE / RHONE-ALPES;46 AVENUE MARIE CURIE;74016;Archamps;2622;74;00652;Genève (SUI) - Annemasse (partie française);189489;04-Unités urbaines de 100 000 hbts ou plus;12;2648;32;11 119;223 580;177 988;25,6;De 200 à 300 000 entrées;SOCIETE DES GRANDS ECRANS DU GENEVOIS;PATHE GAUMONT;NON;NON;;FIXE;OUI;B;213;181;155;30,8;51,0;16,9;1,3;71;20,3;11,3;46.1393558;6.124697400000059
28462;CINE DOME;AUVERGNE / RHONE-ALPES;AVENUE LAVOISIER;63014;Aubière;10897;63;63701;Clermont-Ferrand;277993;04-Unités urbaines de 100 000 hbts ou plus;14;2479;32;13 233;282 515;191 441;47,6;De 200 à 300 000 entrées;SOCIETE DES CINEMAS D AUBIERE;PATHE GAUMONT;NON;NON;;FIXE;OUI;B;192;167;140;35,7;48,8;14,7;0,7;51;12,3;7,6;45.756523;3.143499
29741;SALLE POLYVALENTE;AUVERGNE / RHONE-ALPES;SALLE POLYVALENTE;63016;Augerolles;912;63;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;150;35;191;4 879;4 364;11,8;De 2 à 5 000 entrées;CINE PARC;VEO (Baron);OUI;E;JP;ITINERANT;NON;R;38;25;0;93,8;2,7;3,4;0,0;16;66,3;59,5;45.71712;3.633074
31236;CINE CRISTAL;AUVERGNE / RHONE-ALPES;1 PLACE DE LA PAIX;15014;Aurillac;26822;15;15401;Aurillac;33258;05-Unités urbaines de 20 000 à 100 000 hbts;7;1073;32;7 129;97 378;67 758;43,7;De 80 à 100 000 entrées;SOCIETE DES CINEMAS D AURILLAC;PATHE GAUMONT;OUI;D;JP;FIXE;NON;C;204;169;108;48,0;40,2;11,1;0,7;68;21,1;12,6;44.92393;2.442797
31331;LES ECRINS;AUVERGNE / RHONE-ALPES;OFFICE MUNICIPA DE TOURISME;38020;Auris;189;38;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;97;6;6;247;156;58,3;Moins de 2000 entrées;SKI CLUB AURIS EN OISANS;;NON;NON;;FIXE;NON;R;6;6;1;43,3;56,7;0,0;0,0;0;0,0;0,0;45.037556;6.081406
32092;LE CLOS;AUVERGNE / RHONE-ALPES;LE CLOS;38225;Autrans-Méaudre en Vercors;3133;38;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;160;32;322;5 509;6 036;-8,7;De 5 à 10 000 entrées;MC4  DISTRIBUTION;MC4 (Gardebosc);OUI;E;;FIXE;NON;R;160;150;26;57,2;30,5;11,1;1,3;66;33,9;36,1;45.1750733;5.540751
32363;ARLETTY;BOURGOGNE / FRANCHE-COMTE;5 RUE PERNETTE;71014;Autun;14199;71;71302;Autun;14199;06-autres communes et unités urbaines;4;417;31;2 222;37 701;25 713;46,6;De 30 à 40 000 entrées;CINEMA ARLETTY;;OUI;E;RDJPPR;FIXE;NON;I;153;126;48;50,9;37,6;11,1;0,4;58;27,7;19,3;46.95158;4.296621
32771;L EMPIRE;BOURGOGNE / FRANCHE-COMTE;JARDIN DE L HOTEL DE VILLE;21038;Auxonne;7694;21;21206;Auxonne;7694;06-autres communes et unités urbaines;1;192;29;316;6 812;2 435;179,8;De 5 à 10 000 entrées;COMMUNE D AUXONNE;;OUI;E;;FIXE;NON;I;86;77;1;38,8;42,9;17,6;0,6;20;20,3;11,7;47.193943;5.404892
42201;STELLA CINEMA;BOURGOGNE / FRANCHE-COMTE;14 RUE DES JUIFS;25047;Baume-les-Dames;5138;25;25201;Baume-les-Dames;5138;06-autres communes et unités urbaines;2;194;30;617;7 357;5 863;25,5;De 5 à 10 000 entrées;AEP LE FOYER BAUMOIS STELLA CINEMA;MC4 (Gardebosc);NON;NON;;FIXE;NON;I;163;149;3;60,2;29,3;9,9;0,6;62;35,2;17,5;47.353131;6.359659
44005;SALLE DE LA CHAUDANNE;AUVERGNE / RHONE-ALPES;RUE DE LA FONDERIE;73034;Beaufort;2140;73;73106;Beaufort;3694;06-autres communes et unités urbaines;1;80;11;74;1 713;2 855;-40,0;Moins de 2000 entrées;OFFICE DE TOURISME D'ARECHES BEAUFORT;MC4 (Gardebosc);NON;NON;;FIXE;NON;C;33;31;6;56,5;34,0;9,5;0,0;7;11,9;7,2;45.717264;6.575641
44239;COUR DE L'ECOLE;AUVERGNE / RHONE-ALPES;COUR DE L'ECOLE;07028;Beaulieu;517;07;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;100;10;22;2 654;2 029;30,8;De 2 à 5 000 entrées;VILLERMAUX CYRILLE JOSEPH GERARD;;NON;NON;;ITINERANT;NON;R;10;7;2;0,0;100,0;0,0;0,0;1;5,6;2,9;44.368236;4.268552
45266;CGR BEAUNE;BOURGOGNE / FRANCHE-COMTE;13 BIS BOULEVARD MARECHAL JOFFRE;21054;Beaune;21472;21;21401;Beaune;21472;05-Unités urbaines de 20 000 à 100 000 hbts;6;898;32;6 078;66 203;39 414;68,0;De 50 à 80 000 entrées;CAP'CINEMA BEAUNE                                               ;LES FILMS DE LA ROCHELLE;OUI;D;RDJP;FIXE;NON;I;156;131;94;45,0;39,7;14,0;1,3;53;16,1;10,5;47.026717;4.841456
45602;L'ORON;AUVERGNE / RHONE-ALPES;2 AV MICHEL VILLAZ;38034;Beaurepaire;5036;38;38202;Beaurepaire;6004;06-autres communes et unités urbaines;2;374;31;1 246;29 080;20 095;44,7;De 20 à 30 000 entrées;CLEMENCON BERNADETTE EPOUSE BRACOUD;MC4 (Gardebosc);OUI;E;RDJP;FIXE;NON;C;183;156;23;53,6;35,8;9,3;1,3;75;28,8;21,8;45.338891;5.057286
47476;PATHE BELFORT;BOURGOGNE / FRANCHE-COMTE;1 BOULEVARD RICHELIEU;90010;Belfort;47763;90;00555;Belfort;81123;05-Unités urbaines de 20 000 à 100 000 hbts;14;2973;32;11 980;202 218;153 048;32,1;De 200 à 300 000 entrées;PATHE BELFORT;PATHE GAUMONT;OUI;D;RDJPPR;FIXE;OUI;C;305;227;201;39,0;44,8;14,7;1,6;119;31,0;17,2;47.63059;6.861946
47950;VARIETES;AUVERGNE / RHONE-ALPES;42 RUE DE LA REPUBLIQUE;01033;Bellegarde-sur-Valserine;16800;01;00357;Bellegarde-sur-Valserine;17713;06-autres communes et unités urbaines;2;390;32;830;15 869;12 693;25,0;De 10 à 20 000 entrées;COMMUNE DE VALSERHONE;;OUI;E;;FIXE;NON;C;88;80;43;43,1;49,0;7,0;0,9;24;15,6;9,6;46.107207;5.825389
48241;STUDIO;AUVERGNE / RHONE-ALPES;3 RUE DES POMMIERS;73150;La Plagne Tarentaise;3831;73;73201;Aime;8427;06-autres communes et unités urbaines;1;247;13;138;1 621;2 860;-43,3;Moins de 2000 entrées;DAVOINE ET COMPAGNIE;MC4 (Gardebosc);NON;NON;;FIXE;NON;B;61;58;5;41,9;45,8;12,3;0,0;17;27,6;5,1;45.57230759999999;6.741789599999947
48422;LE SINGULIER CINEMA;AUVERGNE / RHONE-ALPES;3 BOULEVARD ROSSELLI;69019;Belleville;13330;69;00451;Belleville;24799;05-Unités urbaines de 20 000 à 100 000 hbts;2;299;32;1 450;34 269;27 477;24,7;De 30 à 40 000 entrées;ASSOCIATION IDEAL CINEMA;VEO (Baron);OUI;D;RDJP;FIXE;NON;C;223;188;38;52,0;32,5;13,0;2,5;102;42,9;19,5;46.10617;4.748173
48503;ARLEQUIN;AUVERGNE / RHONE-ALPES;ESPACE BAUDIN;01034;Belley;9520;01;01205;Belley;10711;06-autres communes et unités urbaines;3;434;32;1 553;24 554;17 239;42,4;De 20 à 30 000 entrées;CINE L'ARLEQUIN;MC4 (Gardebosc);OUI;E;;FIXE;NON;C;160;147;82;43,3;41,8;14,6;0,4;57;20,4;12,6;45.759249;5.690752
52141;PLAZZA VICTOR HUGO;BOURGOGNE / FRANCHE-COMTE;6 RUE GAMBETTA;25056;Besançon;120032;25;25602;Besançon;139365;04-Unités urbaines de 100 000 hbts ou plus;3;337;32;2 868;35 225;35 703;-1,3;De 30 à 40 000 entrées;SAUCIER COLARD CHARLOTTE;;OUI;B;RDJPPR;FIXE;NON;C;130;92;81;58,7;19,1;14,8;7,4;87;94,6;93,9;47.240015;6.025346
52162;ESPACE PLANOISE;BOURGOGNE / FRANCHE-COMTE;PLACE DE L' EUROPE;25056;Besançon;120032;25;25602;Besançon;139365;04-Unités urbaines de 100 000 hbts ou plus;1;426;24;135;7 633;11 900;-35,9;De 5 à 10 000 entrées;ASSOCIATION ESPACE BESANCON PLANOISE;;OUI;B;PR;FIXE;NON;C;35;3;0;53,6;0,0;0,0;46,4;3;100,0;100,0;47.21818;5.973484
52174;MEGARAMA BEAUX  ARTS;BOURGOGNE / FRANCHE-COMTE;3 RUE GUSTAVE COURBET;25056;Besançon;120032;25;25602;Besançon;139365;04-Unités urbaines de 100 000 hbts ou plus;8;1330;32;7 742;122 982;72 087;70,6;De 100 à 150 000 entrées;MEGARAMA BEAUX ARTS;AGORA;NON;NON;;FIXE;OUI;C;170;133;119;42,4;42,5;13,3;1,8;54;28,7;23,3;47.240272;6.023995
52532;FOYER RURAL;AUVERGNE / RHONE-ALPES;FOYER RURAL;63038;Besse-et-Saint-Anastaise;1569;63;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;336;24;293;3 989;2 982;33,8;De 2 à 5 000 entrées;BOULARAND CHRISTIAN MICHEL;VEO (Baron);NON;NON;;ITINERANT;NON;R;104;95;1;77,6;16,4;3,8;2,2;63;58,2;23,8;45.512152;2.93212
58121;SALLE DE CINEMA;AUVERGNE / RHONE-ALPES;CENTRE SOCIO-CULTUREL;43165;Rosières;1554;43;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;150;32;440;7 692;7 376;4,3;De 5 à 10 000 entrées;ASSOCIATION CINEVASION;;OUI;E;JP;ITINERANT;NON;R;72;58;0;72,7;22,0;5,4;0,0;24;36,3;30,4;47.9228694;6.6550746000000345
59211;L ENTRACT;AUVERGNE / RHONE-ALPES;23 RUE ALSACE LORRAINE;42019;Boën-sur-Lignon;3287;42;42201;Boën;7427;06-autres communes et unités urbaines;1;183;26;247;4 509;3 066;47,1;De 2 à 5 000 entrées;ASSOCIATION CINEMA L ENTRACT;VEO (Baron);OUI;E;;FIXE;NON;C;106;88;1;61,0;22,4;15,4;1,3;34;29,7;25,7;45.7445112;4.006010699999933
62264;CINE CHATEAU;AUVERGNE / RHONE-ALPES;Ecoquartier du Château des Sires de Faucigny;74042;Bonneville;12968;74;74502;Cluses;92915;05-Unités urbaines de 20 000 à 100 000 hbts;3;632;32;2 426;43 701;0;#DIV/0!;De 40 à 50 000 entrées;CINE CIMES;;NON;NON;;FIXE;NON;C;147;133;66;39,3;46,4;13,2;1,1;54;22,7;11,9;46.068578;6.412198
67304;RIO BORVO;BOURGOGNE / FRANCHE-COMTE;RUE DE LA PETITE MURETTE;71047;Bourbon-Lancy;4893;71;71201;Bourbon-Lancy;4893;06-autres communes et unités urbaines;1;152;32;656;9 046;4 961;82,3;De 5 à 10 000 entrées;CINEVASION                                                      ;;OUI;E;JP;FIXE;NON;I;135;111;17;51,7;35,4;12,1;0,8;40;21,1;11,5;46.618744;3.759124
67312;CASINO;AUVERGNE / RHONE-ALPES;2 RUE DU PARC;03036;Bourbon-l'Archambault;2638;03;03102;Bourbon-l'Archambault;2638;06-autres communes et unités urbaines;1;124;32;133;1 356;1 368;-0,9;Moins de 2000 entrées;S.E.C.B.A. SA SOCIETE D EXPLOITATION DU CASINO DE BOURBON-L ARCH;VEO (Baron);NON;NON;;FIXE;NON;I;40;35;0;81,4;8,8;8,0;1,8;14;33,6;29,0;46.585435;3.054345
67333;LE ROXY;AUVERGNE / RHONE-ALPES;AV D ANGLETERRE;63047;La Bourboule;1814;63;63102;La Bourboule;2308;06-autres communes et unités urbaines;1;192;30;269;5 706;5 366;6,3;De 5 à 10 000 entrées;LE ROXY;;OUI;E;JP;FIXE;NON;C;62;53;3;71,2;18,1;9,3;1,4;23;48,1;33,0;45.585925;2.742025
67734;FOYER;AUVERGNE / RHONE-ALPES;PLACE DES NOYERS;42023;Bourg-Argental;2986;42;42102;Bourg-Argental;2986;06-autres communes et unités urbaines;1;213;31;235;8 541;8 119;5,2;De 5 à 10 000 entrées;ASSOCIATION DU CINEMA LE FOYER                                  ;VEO (Baron);OUI;E;JP;FIXE;NON;I;106;89;1;62,9;23,6;11,6;1,8;41;38,1;30,4;45.295097;4.558306
67903;SALLE POLYVALENTE;AUVERGNE / RHONE-ALPES;PETIT GYMNASE ECOLE;38052;Le Bourg-d'Oisans;3369;38;38116;Le Bourg-d'Oisans;3369;06-autres communes et unités urbaines;1;150;8;97;3 046;688;342,7;De 2 à 5 000 entrées;LES CINEMAS ASSOCIES;;NON;NON;;ITINERANT;NON;I;33;19;1;39,8;23,5;15,9;20,8;12;68,1;55,5;45.075098;6.013937
67904;CINEMA LES ECRINS;AUVERGNE / RHONE-ALPES;RUE GAMBETTA;38052;Le Bourg-d'Oisans;3369;38;38116;Le Bourg-d'Oisans;3369;06-autres communes et unités urbaines;1;106;30;207;3 339;2 329;43,4;De 2 à 5 000 entrées;LES CINEMAS ASSOCIES;;OUI;E;JP;FIXE;NON;I;96;86;5;60,1;25,2;13,1;1,5;38;34,2;31,6;45.055549;6.028706
67981; LA  GRENETTE;AUVERGNE / RHONE-ALPES;COURS DE VERDUN;01053;Bourg-en-Bresse;43006;01;01501;Bourg-en-Bresse;63485;05-Unités urbaines de 20 000 à 100 000 hbts;3;594;28;1 100;11 800;10 416;13,3;De 10 à 20 000 entrées;ALLIANCE BOURGUIGNONNE CINEMATOGRAPHIQUE;Bouquet;OUI;D;;FIXE;NON;C;78;65;29;71,1;6,5;17,3;5,1;63;98,7;99,3;46.206273;5.22595
68423;KINEPOLIS;AUVERGNE / RHONE-ALPES;RUE THEOPHILE DIEDERICHS;38053;Bourgoin-Jallieu;29096;38;38501;Bourgoin-Jallieu;60732;05-Unités urbaines de 20 000 à 100 000 hbts;12;2010;32;11 392;214 843;143 231;50,0;De 200 à 300 000 entrées;KINEPOLIS BOURGOIN;KINEPOLIS (Duquenne);OUI;D;;FIXE;OUI;C;231;188;150;34,5;50,1;13,8;1,6;76;22,3;9,6;45.590599;5.277321
68517;LE COEUR D'OR;AUVERGNE / RHONE-ALPES;RUE SAINT JEAN;73054;Bourg-Saint-Maurice;7654;73;73204;Bourg-Saint-Maurice;10066;06-autres communes et unités urbaines;3;388;32;2 222;27 852;19 588;42,2;De 20 à 30 000 entrées;B.S.M CINE                                                      ;;OUI;E;RDJP;FIXE;NON;C;173;146;118;46,6;38,4;14,2;0,8;67;29,2;19,0;45.622605;6.777587
74553;LE DORON;AUVERGNE / RHONE-ALPES;15 CHEMIN DES BAIGNEURS;73057;Brides-les-Bains;512;73;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;2;358;27;653;10 692;7 123;50,1;De 10 à 20 000 entrées;LES AMIS DU CINEMA;PATHE GAUMONT;OUI;E;;FIXE;NON;R;147;127;6;80,9;9,9;7,5;1,6;75;51,1;45,1;45.452663;6.567576
75492;PARIS;AUVERGNE / RHONE-ALPES;PLACE DE LA LIBERTE;43040;Brioude;7015;43;43202;Brioude;7673;06-autres communes et unités urbaines;1;313;30;167;2 572;9 354;-72,5;De 2 à 5 000 entrées;CINEMA LE PARIS;VEO (Baron);OUI;E;JP;FIXE;NON;C;64;56;0;61,6;28,7;9,7;0,0;16;22,5;19,2;45.292071;3.387558
76073;LES ALIZES;AUVERGNE / RHONE-ALPES;214  AV FRANKLIN ROOSEVELT;69029;Bron;42625;69;00758;Lyon;1696765;04-Unités urbaines de 100 000 hbts ou plus;2;345;29;1 581;30 999;23 477;32,0;De 30 à 40 000 entrées;ASSOCIATION LES AMIS DU CINEMA;;OUI;C;RDJPPR;FIXE;NON;B;160;118;41;73,1;15,4;11,3;0,3;71;53,1;47,7;45.731192;4.914994
78505;reg'Art;AUVERGNE / RHONE-ALPES;PLACE DU 19 MARS 1962;26063;Buis-les-Baronnies;2400;26;26101;Buis-les-Baronnies;2400;06-autres communes et unités urbaines;1;151;32;656;9 839;8 032;22,5;De 5 à 10 000 entrées;REGAIN;MC4 (Gardebosc);OUI;E;RDJPPR;FIXE;NON;I;196;163;0;55,1;23,3;16,5;5,1;102;61,5;53,5;44.275689;5.27174
82603;SALLE MELIES;AUVERGNE / RHONE-ALPES;67 CHEMIN DE VASSIEUX;69034;Caluire-et-Cuire;43469;69;00758;Lyon;1696765;04-Unités urbaines de 100 000 hbts ou plus;1;267;27;355;10 644;7 358;44,7;De 10 à 20 000 entrées;CALUIRE PAROISSES;Floret;OUI;C;;FIXE;NON;B;104;85;0;74,5;12,0;11,2;2,3;57;65,2;56,2;45.797955;4.866922
94802;LE CHALL ENGER;AUVERGNE / RHONE-ALPES;PLACE LOUIS DUMOLLARD;73064;Challes-les-Eaux;5856;73;73601;Chambéry;197395;04-Unités urbaines de 100 000 hbts ou plus;1;141;29;614;16 670;11 256;48,1;De 10 à 20 000 entrées;COMMUNE DE CHALLES LES EAUX;;OUI;C;;FIXE;NON;B;70;58;12;53,9;33,7;12,4;0,0;13;14,2;13,1;45.548622;5.986578
95052;ESPACE DES ARTS;BOURGOGNE / FRANCHE-COMTE;5 BIS AV NICEPHORE NIEPCE;71076;Chalon-sur-Saône;46316;71;71501;Chalon-sur-Saône;76866;05-Unités urbaines de 20 000 à 100 000 hbts;2;1134;5;38;3 006;3 511;-14,4;De 2 à 5 000 entrées;COMMUNE DE CHALON SUR SAONE;;NON;NON;;FIXE;NON;C;7;4;0;34,6;40,2;25,2;0,0;3;84,6;59,8;46.779485;4.849123
95076;MEGARAMA;BOURGOGNE / FRANCHE-COMTE;1 RUE RENE CASSIN;71076;Chalon-sur-Saône;46316;71;71501;Chalon-sur-Saône;76866;05-Unités urbaines de 20 000 à 100 000 hbts;12;1637;32;12 519;254 702;154 675;64,7;De 200 à 300 000 entrées;CINEMA RITZ;AGORA;NON;NON;;FIXE;OUI;C;248;212;177;41,8;43,8;13,1;1,4;98;22,5;12,4;46.775786;4.864432
95405;CINE'MALRAUX;AUVERGNE / RHONE-ALPES;67 PLACE FRANCOIS MITTERRAND;73065;Chambéry;60376;73;73601;Chambéry;197395;04-Unités urbaines de 100 000 hbts ou plus;1;157;32;318;7 869;5 389;46,0;De 5 à 10 000 entrées;MALRAUX SCENE NATIONALE CHAMBERY  SAVOIE;;OUI;B;JPPR;FIXE;NON;C;86;24;9;35,1;29,2;20,0;15,7;13;61,7;33,3;45.563024;5.924935
95413;ASTREE;AUVERGNE / RHONE-ALPES;7 BOULEVARD DU THEATRE;73065;Chambéry;60376;73;73601;Chambéry;197395;04-Unités urbaines de 100 000 hbts ou plus;4;584;32;3 693;54 687;44 928;21,7;De 50 à 80 000 entrées;SOCIETES DES CINEMAS ASTREE ET ALPHA;EXANTHUS (Bidou);OUI;B;RDJPPR;FIXE;NON;C;159;97;90;63,4;19,8;11,8;4,9;92;98,7;99,1;45.566066;5.923359
95451;FORUM CINEMA;AUVERGNE / RHONE-ALPES;28 PLACE DU FORUM;73065;Chambéry;60376;73;73601;Chambéry;197395;04-Unités urbaines de 100 000 hbts ou plus;2;235;24;1 154;9 575;8 502;12,6;De 5 à 10 000 entrées;FORUM CINEMA;EXANTHUS (Bidou);OUI;B;RDJP;FIXE;NON;C;124;73;24;60,9;9,8;18,0;11,3;67;94,0;94,2;45.592248;5.919227
95732;CINEMASCOOP;AUVERGNE / RHONE-ALPES;18 RUE DE LA POSTE;43051;Le Chambon-sur-Lignon;2497;43;00000;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;2;196;31;716;6 875;4 247;61,9;De 5 à 10 000 entrées;CINEMA SCOOP;;OUI;E;RDJP;FIXE;NON;R;152;123;1;65,6;18,6;11,3;4,5;79;62,8;55,5;45.061194;4.302941
96184;VOX;AUVERGNE / RHONE-ALPES;22 COURS DU BARTAVEL;74056;Chamonix-Mont-Blanc;9034;74;74301;Chamonix-Mont-Blanc;12088;06-autres communes et unités urbaines;3;508;32;1 818;30 162;22 946;31,4;De 30 à 40 000 entrées;CHAMONIX SPECTACLES;;OUI;E;JP;FIXE;NON;C;163;119;54;53,1;34,9;11,4;0,6;55;27,4;21,6;45.923063;6.86902
