N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2021;entrées 2020;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;part des séances de films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude
483;ENTREPOT;ILE-DE-FRANCE;7 ET 9 RUE FRANCIS DE PRESSENSE;75114;Paris 14e Arrondissement;137574;75;00851;Paris;10909327;01-Paris;3;268;32;2 873;29 174;19 479;49,8;De 20 à 30 000 entrées;MANUFACTURE A FILMS;;OUI;A;RDJP;FIXE;NON;C;219;119;22;73,6;9,1;11,0;6,3;101;89,3;89,1;48.83393;2.31652
531;MK2 BEAUBOURG;ILE-DE-FRANCE;50 RUE RAMBUTEAU;75103;Paris 3e Arrondissement;34305;75;00851;Paris;10909327;01-Paris;6;557;32;8 357;158 940;129 665;22,6;De 150 à 200 000 entrées;MK2 CINEMAS;MK2 (Karmitz);OUI;A;RDPR;FIXE;NON;C;212;77;65;54,0;19,6;14,9;11,5;74;98,0;98,9;48.861555;2.352217
612;UGC MAILLOT;ILE-DE-FRANCE;PALAIS CONGRES PL PORTE MAILLOT;75117;Paris 17e Arrondissement;167284;75;00851;Paris;10909327;01-Paris;4;762;32;4 159;62 847;50 265;25,0;De 50 à 80 000 entrées;PARAFRANCE COMMUNICATION;UGC;NON;NON;;FIXE;NON;C;100;72;49;68,2;10,2;20,8;0,8;50;52,5;42,8;48.878512;2.282965
721;MK2 ODEON COTE SAINT-MICHEL;ILE-DE-FRANCE;7 RUE HAUTEFEUILLE;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;4;510;32;5 469;76 108;60 802;25,2;De 50 à 80 000 entrées;LES CINEMAS PATHE GAUMONT;Karmitz;OUI;A;RD;FIXE;NON;C;99;77;42;66,9;8,2;10,8;14,1;64;93,0;94,1;48.852188;2.342788
731;MK2 ODEON COTE SAINT-GERMAIN;ILE-DE-FRANCE;113 BD ST GERMAIN;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;5;678;32;6 589;143 364;101 335;41,5;De 100 à 150 000 entrées;PARAFRANCE COMMUNICATION;Karmitz;NON;NON;;FIXE;NON;C;66;63;62;57,5;23,7;16,4;2,4;41;60,2;57,1;48.852437;2.338266
733;STUDIO GALANDE;ILE-DE-FRANCE;42 RUE GALANDE;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;1;97;32;687;8 084;7 337;10,2;De 5 à 10 000 entrées;STUDIO GALANDE BERUCHET;;OUI;A;;FIXE;NON;C;86;55;5;56,3;13,7;18,9;11,1;45;85,2;81,4;48.851619;2.347076
741;LUXEMBOURG;ILE-DE-FRANCE;67 69 RUE MONSIEUR LE PRINCE;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;3;334;32;3 160;43 660;33 324;31,0;De 40 à 50 000 entrées;CINEPOQUE;;OUI;A;RD;FIXE;NON;C;150;78;35;68,8;11,7;12,8;6,7;66;87,0;82,2;48.84824;2.340797
751;ST ANDRE DES ARTS;ILE-DE-FRANCE;30 RUE ST ANDRE DES ARTS;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;3;510;32;3 057;24 297;18 589;30,7;De 20 à 30 000 entrées;SOCIETE CINEMA SAINT ANDRE DES ARTS;;OUI;A;;FIXE;NON;C;204;63;37;80,5;1,8;7,8;10,0;45;87,2;85,7;48.853361;2.34211
801;MK2 PARNASSE;ILE-DE-FRANCE;11 RUE JULES CHAPLAIN;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;3;250;32;4 364;36 575;27 111;34,9;De 30 à 40 000 entrées;MK2 CINEMAS;Karmitz;OUI;A;;FIXE;NON;C;123;84;5;67,9;12,6;5,6;13,9;72;87,5;86,6;48.842813;2.330525
802;UGC ROTONDE;ILE-DE-FRANCE;103 BD DU MONTPARNASSE;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;3;467;32;2 700;40 081;39 046;2,7;De 40 à 50 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;NON;C;63;38;32;78,8;6,5;11,5;3,2;33;91,3;90,9;48.842318;2.328975
803;BRETAGNE;ILE-DE-FRANCE;73 BD DU MONTPARNASSE;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;2;1020;7;308;3 804;10 222;-62,8;De 2 à 5 000 entrées;CINEMAS RYTMANN SAS;;NON;NON;;FIXE;NON;C;9;9;7;2,6;77,0;20,4;0,0;1;13,6;6,9;48.843752;2.324925
814;LUCERNAIRE FORUM;ILE-DE-FRANCE;53 RUE NOTRE DAME DES CHAMPS;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;3;148;18;1 903;13 216;17 790;-25,7;De 10 à 20 000 entrées;LE LUCERNAIRE FORUM;;OUI;A;JP;FIXE;NON;C;129;71;6;69,8;10,5;17,5;2,2;59;86,7;79,7;48.844244;2.330407
821;PARNASSIEN;ILE-DE-FRANCE;98 BD DU MONTPARNASSE;75114;Paris 14e Arrondissement;137574;75;00851;Paris;10909327;01-Paris;7;842;32;8 067;95 714;55 381;72,8;De 80 à 100 000 entrées;LES CINQ PARNASSIENS;MULTICINE (Pollack);OUI;A;RD;FIXE;NON;C;119;96;93;51,9;10,9;20,7;16,5;91;96,5;97,1;48.842443;2.327625
883; CHRISTINE CINEMA CLUB;ILE-DE-FRANCE;4 RUE CHRISTINE;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;2;234;32;1 825;29 425;30 183;-2,5;De 20 à 30 000 entrées;TRIOMPH CINEMA;;OUI;A;PR;FIXE;NON;C;250;13;4;18,0;3,0;1,4;77,6;9;18,9;14,5;48.854455;2.340132
891;ST GERMAIN DES PRES;ILE-DE-FRANCE;22 RUE GUILLAUME APOLLINAIRE;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;1;252;13;87;1 455;5 017;-71,0;Moins de 2000 entrées;CINEMA LE BILBOQUET;;OUI;A;;FIXE;NON;C;50;8;1;100,0;0,0;0,0;0,0;8;100,0;100,0;48.85467;2.333052
1031;PUBLICIS ELYSEES;ILE-DE-FRANCE;133 AV DES CHAMPS ELYSEES;75108;Paris 8e Arrondissement;36827;75;00851;Paris;10909327;01-Paris;2;609;32;2 145;35 847;19 663;82,3;De 30 à 40 000 entrées;EUROPALACES ETOILE;;NON;NON;;FIXE;NON;C;136;56;46;68,1;20,3;9,6;1,9;25;57,5;55,5;48.872794;2.296984
1392;L'ARCHIPEL;ILE-DE-FRANCE;17 BD DE STRASBOURG;75110;Paris 10e Arrondissement;88971;75;00851;Paris;10909327;01-Paris;2;204;30;1 756;16 679;12 905;29,2;De 10 à 20 000 entrées;PARIS CINE;;OUI;A;RDJPPR;FIXE;NON;C;200;65;7;58,9;8,6;15,1;17,5;60;95,2;96,5;48.870455;2.35466
1393;LE BRADY;ILE-DE-FRANCE;39 BOULEVARD DE STRASBOURG;75110;Paris 10e Arrondissement;88971;75;00851;Paris;10909327;01-Paris;2;139;32;3 182;37 547;34 632;8,4;De 30 à 40 000 entrées;SOLO LIMITED;;OUI;A;RDJPPR;FIXE;NON;C;227;97;2;66,5;15,1;9,7;8,7;84;93,3;91,8;48.871771;2.355398
1681;UGC CINE CITE LES HALLES;ILE-DE-FRANCE;101 RUE BERGER;75101;Paris 1er Arrondissement;16236;75;00851;Paris;10909327;01-Paris;27;3896;32;37 275;1 408 789;1 082 659;30,1;De 1 à 1,5 million d'entrées;UGC CINE CITE ILE DE FRANCE;UGC;NON;NON;;FIXE;OUI;C;350;294;290;43,1;39,6;13,6;3,6;172;51,4;41,9;48.861424;2.345829
1791;LUMINOR HOTEL DE VILLE;ILE-DE-FRANCE;20 RUE DU TEMPLE;75104;Paris 4e Arrondissement;29018;75;00851;Paris;10909327;01-Paris;2;238;32;2 239;37 359;33 837;10,4;De 30 à 40 000 entrées;CARLOTTA CINEMAS                                                ;;OUI;A;RDJP;FIXE;NON;C;168;83;31;52,0;7,3;24,8;16,0;65;85,3;83,8;48.858689;2.353591
2251;MAJESTIC PASSY;ILE-DE-FRANCE;18 - 20 RUE DE PASSY;75116;Paris 16e Arrondissement;168286;75;00851;Paris;10909327;01-Paris;3;617;32;3 239;73 590;42 641;72,6;De 50 à 80 000 entrées;DULAC CINEMAS;;NON;NON;;FIXE;NON;C;131;67;43;56,6;17,9;24,9;0,6;32;36,5;33,1;48.858204;2.282104
2982;CAUMARTIN;ILE-DE-FRANCE;101 RUE ST LAZARE;75109;Paris 9e Arrondissement;60370;75;00851;Paris;10909327;01-Paris;5;501;32;5 583;95 909;78 870;21,6;De 80 à 100 000 entrées;CINEVOG SARL;;OUI;A;;FIXE;NON;C;74;67;66;77,2;5,5;10,6;6,7;57;82,1;81,0;48.87561;2.32791
3211;LE CINEMA DES CINEASTES;ILE-DE-FRANCE;7 AVENUE DE CLICHY;75117;Paris 17e Arrondissement;167284;75;00851;Paris;10909327;01-Paris;3;478;32;3 112;76 311;70 514;8,2;De 50 à 80 000 entrées;SARL DES AUTEURS REALISATEURS PRODUCTEURS ARP;MC4 (Gardebosc);OUI;A;RDJP;FIXE;NON;C;90;48;39;63,3;0,0;17,0;19,7;46;98,0;99,1;48.884303;2.326888
3222;PATHE WEPLER;ILE-DE-FRANCE;132 -140 BOULEVARD DE CLICHY;75118;Paris 18e Arrondissement;194491;75;00851;Paris;10909327;01-Paris;11;1757;32;14 289;424 464;255 340;66,2;De 300 à 450 000 entrées;LES IMAGES;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;191;173;145;46,2;37,8;15,3;0,7;75;31,5;28,2;48.883938;2.328034
3741;STUDIO 28;ILE-DE-FRANCE;10 RUE THOLOZE;75118;Paris 18e Arrondissement;194491;75;00851;Paris;10909327;01-Paris;1;172;28;784;24 213;18 127;33,6;De 20 à 30 000 entrées;STUDIO 28;;OUI;A;;FIXE;NON;C;93;82;3;60,6;20,9;9,2;9,4;56;70,1;72,3;48.886142;2.335342
4731;MK2 QUAI DE SEINE;ILE-DE-FRANCE;14 QUAI DE LA SEINE;75119;Paris 19e Arrondissement;186530;75;00851;Paris;10909327;01-Paris;6;992;32;8 092;198 514;172 475;15,1;De 150 à 200 000 entrées;MK2 QUAI DE SEINE;MK2 (Karmitz);OUI;A;RDJP;FIXE;NON;C;169;109;76;68,0;18,6;8,3;5,1;87;87,1;87,9;48.885073;2.371493
5691;MK2 GAMBETTA;ILE-DE-FRANCE;6 RUE BELGRAND;75120;Paris 20e Arrondissement;196530;75;00851;Paris;10909327;01-Paris;6;1140;32;8 112;190 956;144 054;32,6;De 150 à 200 000 entrées;MK2 CINEMAS;MK2 (Karmitz);NON;NON;;FIXE;NON;C;133;88;74;54,8;29,8;10,9;4,6;60;62,9;61,7;48.864763;2.399555
5841;MK2 BASTILLE COTE FAUBOURG SAINT-ANTOINE;ILE-DE-FRANCE;5 RUE DU FAUBOURG ST ANTOINE;75111;Paris 11e Arrondissement;146735;75;00851;Paris;10909327;01-Paris;3;423;32;3 998;85 778;78 853;8,8;De 80 à 100 000 entrées;BASTILLE SAINT ANTOINE (DOUBLON N° 95 7200);Karmitz;OUI;A;RD;FIXE;NON;C;57;48;40;64,5;10,6;10,7;14,2;46;96,2;94,5;48.853157;2.370719
5852;MAJESTIC BASTILLE;ILE-DE-FRANCE;4 BD RICHARD LENOIR;75111;Paris 11e Arrondissement;146735;75;00851;Paris;10909327;01-Paris;2;356;32;2 501;53 823;40 402;33,2;De 50 à 80 000 entrées;DULAC CINEMAS;;OUI;A;RDJP;FIXE;NON;C;100;63;33;56,9;24,0;18,4;0,7;57;98,9;98,6;48.860238;2.37214
5861;MK2 BASTILLE COTE BEAUMARCHAIS;ILE-DE-FRANCE;3 BD R LENOIR 4/6 BD BEAUMARCHAI;75111;Paris 11e Arrondissement;146735;75;00851;Paris;10909327;01-Paris;4;469;32;5 324;121 331;94 158;28,9;De 100 à 150 000 entrées;MK2 CINEMAS;Karmitz;OUI;A;RDJP;FIXE;NON;C;77;61;38;58,4;23,5;16,6;1,4;50;76,5;69,4;48.854674;2.369381
6212;MK2 NATION;ILE-DE-FRANCE;133 BOULEVARD DIDEROT;75112;Paris 12e Arrondissement;140605;75;00851;Paris;10909327;01-Paris;8;557;32;9 123;195 764;131 257;49,1;De 150 à 200 000 entrées;MK2 CINEMAS;MK2 (Karmitz);NON;NON;;FIXE;OUI;C;108;74;62;67,7;18,4;13,5;0,4;46;57,7;56,2;48.848213;2.39311
6531;UGC LYON BASTILLE;ILE-DE-FRANCE;12 RUE DE LYON;75112;Paris 12e Arrondissement;140605;75;00851;Paris;10909327;01-Paris;7;1273;32;7 285;136 006;84 853;60,3;De 100 à 150 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;NON;C;119;90;87;40,3;42,7;16,3;0,7;18;16,4;13,9;48.847502;2.371855
6611;UGC CINE CITE BERCY;ILE-DE-FRANCE;2 COUR SAINT-EMILION;75112;Paris 12e Arrondissement;140605;75;00851;Paris;10909327;01-Paris;18;4480;32;22 425;681 518;496 865;37,2;De 450 à 700 000 entrées;UGC CINE CITE ILE DE FRANCE;UGC;NON;NON;;FIXE;OUI;C;244;205;207;34,9;48,4;15,2;1,5;94;35,9;24,9;48.833595;2.38604
7231;CHAPLIN SAINT LAMBERT;ILE-DE-FRANCE;6 RUE PECLET;75115;Paris 15e Arrondissement;233855;75;00851;Paris;10909327;01-Paris;3;363;32;3 542;41 308;38 484;7,3;De 40 à 50 000 entrées;CINEMA CHAPLIN;;OUI;A;JP;FIXE;NON;C;248;157;2;61,5;21,3;11,0;6,2;111;63,2;58,5;48.843204;2.298558
7394;GAUMONT CONVENTION;ILE-DE-FRANCE;27 RUE ALAIN CHARTIER;75115;Paris 15e Arrondissement;233855;75;00851;Paris;10909327;01-Paris;9;1263;32;9 830;245 633;174 210;41,0;De 200 à 300 000 entrées;GAUMONT;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;149;135;117;57,7;24,0;14,6;3,8;81;56,1;46,0;48.837759;2.296259
7491;GAUMONT AQUABOULEVARD;ILE-DE-FRANCE;8/16 RUE DU COLONEL PIERRE AVIA;75115;Paris 15e Arrondissement;233855;75;00851;Paris;10909327;01-Paris;14;2583;13;4 094;73 673;197 201;-62,6;De 50 à 80 000 entrées;GAUMONT;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;99;85;61;22,7;57,7;15,1;4,5;20;19,9;9,8;48.830408;2.276322
7711;GAUMONT MONTPARNOS;ILE-DE-FRANCE;16 18 RUE D ODESSA;75114;Paris 14e Arrondissement;137574;75;00851;Paris;10909327;01-Paris;4;397;32;4 525;84 252;56 355;49,5;De 80 à 100 000 entrées;CINEMAS RYTMANN SAS;PATHE GAUMONT;NON;NON;;FIXE;NON;C;107;101;34;71,3;14,3;10,1;4,3;65;75,4;68,3;48.841914;2.324596
8132;GAUMONT ALESIA;ILE-DE-FRANCE;73 AVENUE DU GENERAL LECLERC;75114;Paris 14e Arrondissement;137574;75;00851;Paris;10909327;01-Paris;8;1384;32;8 726;236 317;164 857;43,3;De 200 à 300 000 entrées;GAUMONT;PATHE GAUMONT;NON;NON;;FIXE;OUI;C;143;128;94;39,7;43,2;16,3;0,8;53;25,0;22,9;48.828166;2.327463
8161; CHAPLIN DENFERT;ILE-DE-FRANCE;24 PLACE DENFERT ROCHEREAU;75114;Paris 14e Arrondissement;137574;75;00851;Paris;10909327;01-Paris;1;133;32;1 208;17 940;14 844;20,9;De 10 à 20 000 entrées;SOCIETE D'EXPLOITATION DU THEATRE DENFERT ROCHEREAU;;OUI;A;JP;FIXE;NON;C;127;80;0;72,4;19,6;4,7;3,4;52;64,5;61,9;48.833879;2.330976
8291;L ARLEQUIN PANORAMA;ILE-DE-FRANCE;76 RUE DE RENNES;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;3;591;32;3 162;56 442;49 941;13,0;De 50 à 80 000 entrées;DULAC CINEMAS;;OUI;A;RDPR;FIXE;NON;C;158;60;47;55,3;12,8;19,1;12,8;46;91,0;90,4;48.851278;2.330648
8331;UGC DANTON;ILE-DE-FRANCE;99 BD ST GERMAIN;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;4;684;32;4 756;99 447;70 774;40,5;De 80 à 100 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;NON;C;62;58;40;59,6;19,6;18,7;2,1;37;57,0;51,8;48.852138;2.338995
8341;NOUVEL ODEON;ILE-DE-FRANCE;6 RUE DE L ECOLE DE MEDECINE;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;1;119;32;894;18 313;14 474;26,5;De 10 à 20 000 entrées;CINEDEVIL;EXANTHUS (Bidou);OUI;A;RDJP;FIXE;NON;C;84;28;0;44,1;11,8;14,8;29,3;28;100,0;100,0;48.850764;2.341747
8353;UGC ODEON;ILE-DE-FRANCE;124 BD ST GERMAIN;75106;Paris 6e Arrondissement;41384;75;00851;Paris;10909327;01-Paris;5;722;32;6 173;107 689;85 435;26,0;De 100 à 150 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;NON;C;110;85;67;63,0;21,0;11,9;4,0;59;72,2;64,4;48.852353;2.339834
8361;ESPACE SAINT MICHEL;ILE-DE-FRANCE;7 PLACE ST MICHEL;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;2;210;31;2 509;19 574;20 163;-2,9;De 10 à 20 000 entrées;SOCIETE DE DIFFUSION AUDIOVISUELLE;;OUI;A;RD;FIXE;NON;C;40;30;28;54,1;4,9;19,7;21,3;23;79,2;81,0;48.853093;2.344228
8374;ECOLES CINEMA CLUB;ILE-DE-FRANCE;23 RUE DES ECOLES;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;2;200;32;2 015;28 419;28 076;1,2;De 20 à 30 000 entrées;CINELUX;;OUI;A;PR;FIXE;NON;C;267;8;1;5,5;94,0;0,0;0,5;7;10,3;10,0;48.848384;2.348973
8391;LE CINEMA DU PANTHEON;ILE-DE-FRANCE;13 RUE VICTOR COUSIN;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;1;200;32;1 061;7 675;17 171;-55,3;De 5 à 10 000 entrées;LES FILMS DE LA GARENNE;;OUI;A;RD;FIXE;NON;C;30;12;5;98,3;0,0;1,7;0,0;12;100,0;100,0;48.847502;2.342301
8422;LE CHAMPO;ILE-DE-FRANCE;51 RUE DES ECOLES;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;2;240;32;2 391;50 555;41 281;22,5;De 50 à 80 000 entrées;SOCIETE D'EXPLOITATION DU CHAMPOLLION STUDIO DES ECOLES;;OUI;A;PR;FIXE;NON;C;135;6;3;6,1;0,0;54,7;39,2;6;100,0;100,0;48.849983;2.343211
8425;QUARTIER LATIN I;ILE-DE-FRANCE;9 RUE CHAMPOLLION;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;2;164;32;2 024;53 849;55 838;-3,6;De 50 à 80 000 entrées;CINE SORBONNE;;OUI;A;PR;FIXE;NON;C;292;1;0;100,0;0,0;0,0;0,0;1;100,0;100,0;48.849504;2.342788
8451;STUDIO DES URSULINES;ILE-DE-FRANCE;10 RUE DES URSULINES;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;1;122;32;665;14 314;11 615;23,2;De 10 à 20 000 entrées;SARL DES AUTEURS REALISATEURS PRODUCTEURS ARP;;OUI;A;JPPR;FIXE;NON;C;82;10;5;16,9;2,7;75,0;5,4;7;85,0;74,7;48.842733;2.342044
8513;REFLET MEDICIS 2;ILE-DE-FRANCE;7 RUE CHAMPOLLION;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;3;339;32;3 260;48 873;47 300;3,3;De 40 à 50 000 entrées;DULAC CINEMAS;;OUI;A;RDPR;FIXE;NON;C;186;36;23;52,8;9,5;15,8;22,0;36;100,0;100,0;48.849591;2.342836
8514;EPEE DE BOIS;ILE-DE-FRANCE;100 RUE MOUFFETARD;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;2;140;32;2 140;23 338;19 746;18,2;De 20 à 30 000 entrées;STUDIO 43;;OUI;A;;FIXE;NON;C;120;73;5;74,2;10,8;8,9;6,1;50;75,4;71,2;48.841535;2.34958
8531;LE GRAND ACTION;ILE-DE-FRANCE;5 RUE DES ECOLES;75105;Paris 5e Arrondissement;59050;75;00851;Paris;10909327;01-Paris;2;336;25;1 321;27 606;25 325;9,0;De 20 à 30 000 entrées;ACTION RIVE GAUCHE;;OUI;A;PR;FIXE;NON;C;147;11;6;10,1;89,9;0,0;0,0;9;92,0;95,0;48.847537;2.352122
8621;LES FAUVETTES;ILE-DE-FRANCE;58 AVENUE DES GOBELINS;75113;Paris 13e Arrondissement;181859;75;00851;Paris;10909327;01-Paris;5;645;32;5 630;75 716;55 439;36,6;De 50 à 80 000 entrées;GAUMONT;PATHE GAUMONT;NON;NON;;FIXE;NON;C;90;75;60;48,5;35,5;15,3;0,7;30;40,8;37,9;48.833574;2.353775
8632;UGC  GOBELINS;ILE-DE-FRANCE;66 BIS AV DES GOBELINS;75113;Paris 13e Arrondissement;181859;75;00851;Paris;10909327;01-Paris;11;1169;32;12 538;224 585;170 162;32,0;De 200 à 300 000 entrées;UGC SAS;UGC;NON;NON;;FIXE;OUI;C;222;159;141;53,7;30,3;13,4;2,6;89;53,5;49,2;48.832888;2.354241
8661;ESCURIAL;ILE-DE-FRANCE;11 BD PORT ROYAL;75113;Paris 13e Arrondissement;181859;75;00851;Paris;10909327;01-Paris;2;329;32;2 281;38 331;30 666;25,0;De 30 à 40 000 entrées;DULAC CINEMAS;;OUI;A;RDJP;FIXE;NON;C;109;64;37;70,0;0,3;10,3;19,3;62;98,5;99,4;48.836817;2.349632
9452;LE LOUXOR;ILE-DE-FRANCE;170 BOULEVARD DE MAGENTA;75110;Paris 10e Arrondissement;88971;75;00851;Paris;10909327;01-Paris;3;556;32;3 495;109 882;92 428;18,9;De 100 à 150 000 entrées;CINELOUXOR                                                      ;EXANTHUS (Bidou);OUI;A;RDJPPR;FIXE;NON;C;156;57;36;62,6;19,3;9,2;8,8;54;99,6;99,1;48.883487;2.349853
9600;MK2 BIBLIOTHEQUE;ILE-DE-FRANCE;128 A 162 AVENUE DE FRANCE;75113;Paris 13e Arrondissement;181859;75;00851;Paris;10909327;01-Paris;16;2952;33;22 470;593 144;428 669;38,4;De 450 à 700 000 entrées;MK2 TOLBIAC                                                     ;MK2 (Karmitz);NON;NON;;FIXE;OUI;C;280;222;212;31,4;51,0;13,0;4,7;106;36,6;32,2;48.833718;2.373922
