N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2020;entrées 2019;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;part des séances de films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude
68562;ABBAYE DE BOURGUEIL;CENTRE-VAL DE LOIRE;AVENUE ARTHUR-LE-JOUTEUX;37031;Bourgueil;3896;37;37201;Bourgueil;6107;06-autres communes et unités urbaines;1;380;29;94;1 505;57 900;-1,0;Moins de 2000 entrées;ASSOCIATION DE L'ABBAYE DE BOURGUEIL;;NON;NON;;FIXE;NON;C;36;28;0;54,9;35,9;7,5;1,7;16;32,9;24,7;47.281285;0.171088
69231;LE FOYER;HAUTS DE FRANCE;5 RUE DES BERSAULTS;59098;Bousbecque;4908;59;59702;Lille (partie française);1039397;04-Unités urbaines de 100 000 hbts ou plus;1;356;23;101;4 776;26 579;-0,8;De 2 à 5 000 entrées;ASSOCIATION CERCLE FAMILIAL;ENT. REG. CIN. NORD PAS DE CALAIS;OUI;C;;FIXE;NON;B;59;37;0;68,2;19,1;12,5;0,2;37;36,2;39,7;50.770801;3.08126
69641;BUXY;ILE-DE-FRANCE;CENTRE COMMERCIAL VAL D'YERRES 2;91097;Boussy-Saint-Antoine;7027;91;00851;Paris;10706072;03-Petite couronne;5;797;27;2 928;29 093;45 804;-0,4;De 20 à 30 000 entrées;ASSOCIATION DES CINEMAS INDEPENDANTS;SARL GPCI;OUI;C;;FIXE;NON;B;121;91;63;74,3;19,9;5,1;0,7;48;28,7;29,0;48.683571;2.535014
71791;FA MI LA;HAUTS DE FRANCE;37, RUE ROGER SALENGRO;59107;Bray-Dunes;4599;59;59134;Bray-Dunes;4599;06-autres communes et unités urbaines;1;195;30;387;4 899;5 977;-0,2;De 2 à 5 000 entrées;COMMUNE DE BRAY DUNES;ENT. REG. CIN. NORD PAS DE CALAIS;OUI;E;JP;FIXE;NON;I;91;70;0;55,5;41,7;1,1;1,7;26;37,8;36,2;51.070372;2.519444
71901;LE RENAISSANCE;ILE-DE-FRANCE;16 RUE DE L EGLISE;77051;Bray-sur-Seine;2222;77;77116;Bray-sur-Seine;3334;03-Petite couronne;1;105;23;127;1 226;28 959;-1,0;Moins de 2000 entrées;LEMOINE DENISE;;OUI;E;;FIXE;NON;C;57;39;0;46,8;45,4;5,9;1,9;26;15,8;11,4;48.415251;3.237856
71942;LA BOBINE;BRETAGNE;30 RUE DE LA PETITE MOTTE;35037;Bréal-sous-Montfort;5815;35;35130;Bréal-sous-Montfort;5815;06-autres communes et unités urbaines;2;293;24;473;19 602;473 892;-1,0;De 10 à 20 000 entrées;LE CINEMA LA BOBINE;SAS CINE DIFFUSION;OUI;E;JP;FIXE;NON;I;141;99;18;54,1;35,3;2,8;7,8;70;26,5;29,8;48.0505921;-1.8653428000000076
72881;SALLE GRAND ECRAN;GRAND EST;4, RUE DU SOUVENIR;88075;La Bresse;4243;88;88402;La Bresse;24384;05-Unités urbaines de 20 000 à 100 000 hbts;1;217;30;224;3 299;332 441;-1,0;De 2 à 5 000 entrées;ASSOCIATION MAISON DES LOISIRS ET DE LA CULTURE;;OUI;D;;FIXE;NON;C;82;65;0;66,3;17,2;10,0;6,5;33;42,9;42,7;48.004696;6.873744
72985;LE FAUTEUIL ROUGE;NOUVELLE AQUITAINE;ZA BOCAPOLE;79049;Bressuire;19411;79;79304;Bressuire;19411;06-autres communes et unités urbaines;5;813;31;3 971;61 752;170 796;-0,6;De 50 à 80 000 entrées;CINEMAS BOCAGE;;OUI;E;RDJPPR;FIXE;NON;I;210;127;74;65,5;24,0;9,9;0,6;86;25,8;24,2;46.850232;-0.474956
73021;CELTIC;BRETAGNE;187 RUE JEAN JAURES;29019;Brest;139163;29;29701;Brest;200530;04-Unités urbaines de 100 000 hbts ou plus;8;892;31;7 745;36 917;515 859;-0,9;De 30 à 40 000 entrées;SOCIETE CINEMAS CELTIC;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;117;78;73;49,4;43,1;6,7;0,9;11;25,9;23,5;48.398083;-4.473843
73083;CINE LIBERTE;BRETAGNE;10 AVENUE GEORGES CLEMENCEAU;29019;Brest;139163;29;29701;Brest;200530;04-Unités urbaines de 100 000 hbts ou plus;15;2805;31;12 336;213 689;10 785;18,8;De 200 à 300 000 entrées;MAJESTIC BREST;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;205;128;117;68,8;20,0;8,5;2,7;50;43,8;44,7;48.39126;-4.488243
73098;OCEANOPOLIS;BRETAGNE;PORT DE PLAISANCE  MOULIN BLANC;29019;Brest;139163;29;29701;Brest;200530;04-Unités urbaines de 100 000 hbts ou plus;1;267;3;18;311;86 317;-1,0;Moins de 2000 entrées;BREST'AIM;SAS CINE DIFFUSION;NON;NON;;FIXE;NON;C;2;0;0;68,3;22,8;2,6;6,3;1;36,9;47,8;48.391567;-4.434751
73099;LES STUDIOS;BRETAGNE;136 RUE JEAN JAURES;29019;Brest;139163;29;29701;Brest;200530;04-Unités urbaines de 100 000 hbts ou plus;7;757;31;7 122;70 781;20 543;2,4;De 50 à 80 000 entrées;LES FEUX DE LA RAMPE;SAS CINE DIFFUSION;OUI;A;RDJPPR;FIXE;NON;C;233;162;153;65,3;18,1;11,7;4,9;182;40,6;41,4;48.396163;-4.477034
73371;LE FIEF;PAYS DE LA LOIRE;RUE DU FIEF;85035;Bretignolles-sur-Mer;4434;85;85203;Bretignolles-sur-Mer;7035;06-autres communes et unités urbaines;1;290;19;180;1 689;7 788;-0,8;Moins de 2000 entrées;ASSOCIATION CINEMA LE FIEF CAFE;SUD CINE;NON;NON;;FIXE;NON;C;77;67;0;44,1;44,7;6,3;4,9;31;64,2;69,0;46.629207;-1.852443
73423;JEAN COCTEAU;ILE-DE-FRANCE;3 RUE ANATOLE FRANCE;91103;Brétigny-sur-Orge;26215;91;00851;Paris;10706072;03-Petite couronne;2;368;31;1 232;15 946;54 550;-0,7;De 10 à 20 000 entrées;ASSOCIATION CINE 220;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;OUI;C;RDJPPR;FIXE;NON;B;179;110;11;41,1;50,3;6,1;2,5;94;26,3;14,8;48.608596;2.303919
73582;NORMANDY;NORMANDIE;PLACE DE LA MAIRIE;14100;Bretteville-sur-Laize;1812;14;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;190;18;34;1 398;42 705;-1,0;Moins de 2000 entrées;LIGUE DE L' ENSEIGNEMENT DE BASSE-NORMANDIE;GENERIQUE;NON;NON;;FIXE;NON;R;30;17;1;69,1;25,5;4,7;0,7;10;38,0;40,2;49.044986;-0.326254
74322;EDEN STUDIO;PROVENCE-ALPES-COTE D'AZUR;35 RUE PASTEUR;05023;Briançon;12370;05;05301;Briançon;17468;06-autres communes et unités urbaines;1;98;30;522;8 612;12 200;-0,3;De 5 à 10 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU BRIANCONNAI;;OUI;E;RDJPPR;FIXE;NON;C;123;80;6;43,9;41,1;10,9;4,1;102;26,3;34,9;44.889994;6.634449
74339;COSMO CINEMAS;PROVENCE-ALPES-COTE D'AZUR;AVENUE DU GENERAL BARBOT;05023;Briançon;12370;05;05301;Briançon;17468;06-autres communes et unités urbaines;4;417;31;3 121;22 560;10 537;1,1;De 20 à 30 000 entrées;COSMO;SARL CINEPROFILMS;NON;NON;;FIXE;NON;C;87;65;52;81,2;13,0;4,5;1,3;17;32,0;38,0;44.900658;6.632743
74471;LE DONJON;NORMANDIE;PLACE SAINTE ANNE;50082;Bricquebec-en-Cotentin;5970;50;50110;Bricquebec;5970;06-autres communes et unités urbaines;1;203;29;237;3 281;485 390;-1,0;De 2 à 5 000 entrées;LETOURNEUR LANIEPCE MARGUERITE;;OUI;E;;FIXE;NON;I;74;57;3;72,0;21,8;6,2;0,0;31;39,5;42,0;49.471445;-1.631851
74553;LE DORON;AUVERGNE / RHONE-ALPES;15 CHEMIN DES BAIGNEURS;73057;Brides-les-Bains;517;73;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;2;358;29;670;7 123;7 447;0,0;De 5 à 10 000 entrées;LES AMIS DU CINEMA;LES CINEMAS GAUMONT PATHE;OUI;E;;FIXE;NON;R;154;116;7;60,3;32,2;4,0;3,5;74;21,6;23,1;45.452663;6.567576
74662;LES 4 VENTS;ILE-DE-FRANCE;80 RUE DU GENERAL LECLERC;77053;Brie-Comte-Robert;16635;77;77306;Brie-Comte-Robert;16635;03-Petite couronne;1;168;30;599;9 636;35 921;-0,7;De 5 à 10 000 entrées;COMMUNE DE BRIE-COMTE-ROBERT;;OUI;E;RDJP;FIXE;NON;I;153;105;1;71,3;22,4;4,8;1,5;74;43,1;39,1;48.696652;2.607228
75021;LA BOITE A IMAGES;PROVENCE-ALPES-COTE D'AZUR;PLACE DU 8 MAI 1945;83023;Brignoles;17093;83;83401;Brignoles;22801;05-Unités urbaines de 20 000 à 100 000 hbts;2;253;31;1 069;13 298;208 490;-0,9;De 10 à 20 000 entrées;LE CINEMA DU SOLEIL;;OUI;D;;FIXE;NON;C;107;78;33;57,1;22,0;14,3;6,6;53;80,9;82,2;43.407348;6.063887
75492;PARIS;AUVERGNE / RHONE-ALPES;PLACE DE LA LIBERTE;43040;Brioude;6743;43;43202;Brioude;7392;06-autres communes et unités urbaines;2;427;29;700;9 354;5 869;0,6;De 5 à 10 000 entrées;CINEMA LE PARIS;SNC SAGEC - CINE 32 VEO;NON;NON;;FIXE;NON;C;105;87;10;43,9;47,7;6,4;2,0;41;13,9;10,8;45.292071;3.387558
75694;MEGA CGR;NOUVELLE AQUITAINE;RTE DE TULLE-ESPACE DES 3 PROVIN;19031;Brive-la-Gaillarde;47349;19;00554;Brive-la-Gaillarde;75329;05-Unités urbaines de 20 000 à 100 000 hbts;9;1504;31;8 604;90 818;12 378;6,3;De 80 à 100 000 entrées;CINEMA THEATRE LE SPLENDID;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;125;91;89;55,2;28,8;8,2;7,8;20;23,2;31,9;45.165031;1.542022
75703;REX 1;NOUVELLE AQUITAINE;3 BD DU GAL KOENIG;19031;Brive-la-Gaillarde;47349;19;00554;Brive-la-Gaillarde;75329;05-Unités urbaines de 20 000 à 100 000 hbts;3;587;31;3 050;22 953;16 130;0,4;De 20 à 30 000 entrées;BRIVE MEDIA CULTURE;;OUI;D;RDJPPR;FIXE;NON;C;135;102;83;38,0;41,9;3,5;16,6;117;22,3;36,0;45.158027;1.529898
76073;LES ALIZES;AUVERGNE / RHONE-ALPES;214  AV FRANKLIN ROOSEVELT;69029;Bron;40694;69;00758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;2;345;27;1 296;23 477;53 620;-0,6;De 20 à 30 000 entrées;ASSOCIATION LES AMIS DU CINEMA;;OUI;C;RDJPPR;FIXE;NON;B;130;84;31;46,7;51,0;2,0;0,3;81;14,1;10,8;45.731192;4.914994
76821;ETOILES;HAUTS DE FRANCE;RUE DU PERIGORD;62178;Bruay-la-Buissière;22119;62;00752;Béthune;355543;04-Unités urbaines de 100 000 hbts ou plus;4;497;31;2 413;19 650;10 642;0,8;De 10 à 20 000 entrées;SOCIETE D'ECONOMIE MIXTE ARTOIS EXPANSION;;OUI;C;RDJPPR;FIXE;NON;C;163;108;21;75,6;18,1;4,3;2,0;94;48,8;64,2;50.479971;2.545868
76825;MEGA CGR;HAUTS DE FRANCE;AVENUE DE LA LIBERATION - RN 41;62178;Bruay-la-Buissière;22119;62;00752;Béthune;355543;04-Unités urbaines de 100 000 hbts ou plus;12;2404;31;12 027;127 512;85 435;0,5;De 100 à 150 000 entrées;BRUAYMOND;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;C;142;98;95;66,4;23,1;9,1;1,4;20;19,0;30,9;50.49234;2.569387
77351;PATHE;GRAND EST;6 RUE DES FRERES LUMIERE;67067;Brumath;9840;67;67302;Brumath;11074;06-autres communes et unités urbaines;14;2755;31;11 629;155 682;50 735;2,1;De 150 à 200 000 entrées;PATHE BRUMATH;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;210;129;114;52,8;11,8;27,0;8,5;53;86,1;89,3;48.744007;7.692978
77732;CENTRE CULTUREL DU GRAND LOGIS;BRETAGNE;10 AVENUE DU GENERAL DE GAULLE;35047;Bruz;17978;35;35701;Rennes;330871;04-Unités urbaines de 100 000 hbts ou plus;1;322;2;35;2 821;8 316;-0,7;De 2 à 5 000 entrées;COMMUNE DE BRUZ;SAS CINE DIFFUSION;NON;NON;;FIXE;NON;B;14;1;0;42,8;48,3;6,5;2,4;1;18,4;13,7;48.02352;-1.744768
77733;CINEVILLE;BRETAGNE;15 AVENUE DE CEZAMBRE;35047;Bruz;17978;35;35701;Rennes;330871;04-Unités urbaines de 100 000 hbts ou plus;6;991;31;4 788;50 890;17 608;1,9;De 50 à 80 000 entrées;CINEVILLE;SAS CINE DIFFUSION;NON;NON;;FIXE;NON;B;165;102;63;74,7;17,5;2,7;5,1;74;49,5;38,5;48.028980;-1.753490
78505;reg'Art;AUVERGNE / RHONE-ALPES;PLACE DU 19 MARS 1962;26063;Buis-les-Baronnies;2287;26;26101;Buis-les-Baronnies;2287;06-autres communes et unités urbaines;1;151;30;544;8 032;57 045;-0,9;De 5 à 10 000 entrées;REGAIN;SARL MC4 DISTRIBUTION;OUI;E;RDJPPR;FIXE;NON;I;171;137;1;46,4;34,5;11,4;7,6;108;45,8;45,0;44.275689;5.27174
78542;LUX LOUIS DELLUC;NOUVELLE AQUITAINE;PLACE DU GENERAL DE GAULLE;24068;Le Buisson-de-Cadouin;1999;24;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;2;281;30;941;13 889;13 820;0,0;De 10 à 20 000 entrées;COMMUNE DE BUISSON DE CADOUIN;SNC SAGEC - CINE 32 VEO;OUI;E;RDJPPR;FIXE;NON;R;166;106;18;65,2;26,2;8,2;0,4;93;45,7;56,8;44.845348;0.909131
80391;MEGA CGR;NOUVELLE AQUITAINE;AVENUE DES FRERES LUMIERE;86041;Buxerolles;9996;86;86601;Poitiers;130502;04-Unités urbaines de 100 000 hbts ou plus;12;2174;31;12 461;136 118;111 572;0,2;De 100 à 150 000 entrées;BUXEMOND;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;150;105;103;66,2;27,6;3,2;3,0;27;34,5;26,0;46.610272;0.367025
80572;CENTRE CULTUREL;CENTRE-VAL DE LOIRE;RUE DES PONTS;36031;Buzançais;4473;36;36109;Buzançais;4473;06-autres communes et unités urbaines;1;210;26;160;2 699;50 804;-0,9;De 2 à 5 000 entrées;CINE-OFF;;OUI;E;;FIXE;NON;I;73;51;0;35,6;53,4;8,1;2,9;43;12,0;12,8;46.888094;1.419282
80942;CENTRE CULTUREL;OCCITANIE;RUE DU 19 MARS 1962;66028;Cabestany;9790;66;66601;Perpignan;200971;04-Unités urbaines de 100 000 hbts ou plus;1;248;29;195;5 130;70 848;-0,9;De 5 à 10 000 entrées;COMMUNE DE CABESTANY;CINEMAGINAIRE;OUI;C;;FIXE;NON;B;98;76;13;38,9;49,5;9,2;2,4;44;20,3;16,3;42.680362;2.934603
80981;LE NORMANDIE;NORMANDIE;9 AV PIAT;14117;Cabourg;3664;14;14402;Dives-sur-Mer;34823;05-Unités urbaines de 20 000 à 100 000 hbts;2;238;29;1 219;16 938;9 858;0,7;De 10 à 20 000 entrées;LA COMPAGNIE DES CINEMAS DE LA COTE;SAS CINE DIFFUSION;OUI;D;;FIXE;NON;C;85;67;34;0,0;0,0;47,6;52,4;42;27,8;52,4;49.290634;-0.113862
80991;SALLE POLYVALENTE;OCCITANIE;SALLE POLYVALENTE;46040;Cabrerets;230;46;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;150;29;165;5 182;21 177;-0,8;De 5 à 10 000 entrées;FEDERATION DEPARTEMENTALE DES FOYERS RURAUX DU LOT;SNC SAGEC - CINE 32 VEO;OUI;E;JP;ITINERANT;NON;R;64;23;0;54,3;22,9;13,2;9,6;43;78,2;80,5;44.530413;1.555391
81080;SALLE MISTRAL;PROVENCE-ALPES-COTE D'AZUR;SALLE MISTRAL;06026;Cabris;1295;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;1;0;26;178;5 060;12 650;-0,6;De 5 à 10 000 entrées;THALIE;LES CINEMAS GAUMONT PATHE;NON;NON;;ITINERANT;NON;B;52;37;1;62,0;21,9;5,9;10,1;19;35,3;47,7;43.655944;6.87474
81101;LA PLEIADE;ILE-DE-FRANCE;12 AVENUE COUSIN DE MERICOURT;94016;Cachan;30433;94;00851;Paris;10706072;02-Grande Couronne;3;802;26;1 864;22 063;21 537;0,0;De 20 à 30 000 entrées;ASSOCIATION CENTRE CULTUREL COMMUNAL CACHAN;SARL GPCI;OUI;C;JP;FIXE;NON;B;158;111;43;48,8;41,0;9,7;0,6;95;35,9;26,3;48.795796;2.335316
81311;SALLE LUX;NOUVELLE AQUITAINE;PLACE DU CHATEAU;33081;Cadillac;2761;33;33121;Cadillac;5066;06-autres communes et unités urbaines;2;286;30;1 320;16 822;34 777;-0,5;De 10 à 20 000 entrées;LE PARADIS;SNC SAGEC - CINE 32 VEO;OUI;E;RDJP;FIXE;NON;C;148;97;23;0,0;7,0;93,0;0,0;94;2,9;1,6;44.636357;-0.320145
81414;SALLE PIERRE DAURE;NORMANDIE;UNIVERSITE DE CAEN;14118;Caen;106260;14;14601;Caen;198639;04-Unités urbaines de 100 000 hbts ou plus;1;768;11;13;3 359;14 892;-0,8;De 2 à 5 000 entrées;AEP CINEMA LUX;;NON;NON;;FIXE;NON;C;13;4;0;48,5;42,7;7,3;1,5;10;23,0;20,4;49.17442;-0.333727
81451;CINEMA LUX;NORMANDIE;AV SAINTE THERESE;14118;Caen;106260;14;14601;Caen;198639;04-Unités urbaines de 100 000 hbts ou plus;3;477;33;3 110;68 548;71 717;0,0;De 50 à 80 000 entrées;AEP CINEMA LUX;GAP;OUI;B;RDJPPR;FIXE;NON;C;208;123;79;79,3;13,7;6,3;0,8;141;49,4;48,7;49.168683;-0.337953
81456;PATHE;NORMANDIE;14 ESPLANADE LEOPOLD S.SENGHOR;14118;Caen;106260;14;14601;Caen;198639;04-Unités urbaines de 100 000 hbts ou plus;10;1870;31;9 313;195 646;48 972;3,0;De 150 à 200 000 entrées;PATHE CAEN;LES CINEMAS GAUMONT PATHE;NON;NON;;FIXE;OUI;C;170;101;85;77,7;13,3;6,7;2,2;52;29,9;28,1;49.177395;-0.349774
81541;ESPACE  CENTRE;PROVENCE-ALPES-COTE D'AZUR;5 AV DE VERDUN;06027;Cagnes-sur-Mer;49322;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;1;296;26;447;6 420;5 456;0,2;De 5 à 10 000 entrées;CAGNES CONGRES;;OUI;C;JP;FIXE;NON;B;115;89;1;48,9;3,3;35,1;12,7;65;76,9;75,8;43.662147;7.148711
81545;CGR POLYGONE RIVIERA;PROVENCE-ALPES-COTE D'AZUR;AVENUE DES ALPES;06027;Cagnes-sur-Mer;49322;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;10;1728;31;9 966;138 138;49 978;1,8;De 100 à 150 000 entrées;CAP CINEMA CAGNES SUR MER;SARL LES FILMS DE LA ROCHELLE;NON;NON;;FIXE;OUI;B;140;104;101;57,1;20,4;13,8;8,8;23;70,2;68,5;43.661565;7.1357
81673;LE QUERCY;OCCITANIE;871 RUE EMILE ZOLA;46042;Cahors;19340;46;46401;Cahors;22764;05-Unités urbaines de 20 000 à 100 000 hbts;1;360;9;96;1 976;20 530;-0,9;Moins de 2000 entrées;SOCIETE CINEMATOGRAPHIQUE LE QUERCY;;OUI;D;RDJPPR;FIXE;NON;C;19;5;2;34,9;52,9;10,5;1,7;18;23,8;21,1;44.447834;1.439163
82133;L'ALHAMBRA;HAUTS DE FRANCE;2 RUE JEAN JAURÈS;62193;Calais;75961;62;62504;Calais;100640;04-Unités urbaines de 100 000 hbts ou plus;4;498;31;2 846;20 002;30 495;-0,3;De 20 à 30 000 entrées;LES FILMS DE LA BASSE COUR;;OUI;B;RDJPPR;FIXE;NON;C;162;95;30;52,2;28,3;11,6;7,9;125;48,3;53,5;50.9517558;1.8543260999999802
82392;CINEMA D ARGOAT;BRETAGNE;4 RUE DU CLEUMEUR;22025;Callac;2211;22;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;148;30;315;3 747;8 739;-0,6;De 2 à 5 000 entrées;ASSOCIATION LA BELLE EQUIPE;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;OUI;E;JPPR;FIXE;NON;R;172;128;2;58,8;26,2;11,1;4,0;104;36,1;45,1;48.404288;-3.427185
82603;SALLE MELIES;AUVERGNE / RHONE-ALPES;67 CHEMIN DE VASSIEUX;69034;Caluire-et-Cuire;42292;69;00758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;1;267;26;314;7 358;12 339;-0,4;De 5 à 10 000 entrées;CALUIRE PAROISSES;GROUPEMENT DES SALLES FAMILIALES DE LYON (GSF);OUI;C;;FIXE;NON;B;83;67;1;59,0;30,3;4,4;6,3;51;32,9;43,7;45.797955;4.866922
82604;CINE CALUIRE;AUVERGNE / RHONE-ALPES;36 AV DU GENERAL DE GAULLE;69034;Caluire-et-Cuire;42292;69;00758;Lyon;1639558;04-Unités urbaines de 100 000 hbts ou plus;1;270;27;299;7 145;51 319;-0,9;De 5 à 10 000 entrées;UNION REG FEDERATIONS OEUVRES LAIQUES AUVERGNE RHONE ALPES;;OUI;C;JP;FIXE;NON;B;71;48;0;66,9;15,8;13,5;3,8;39;60,0;64,8;45.804798;4.853092
82741;LE TEMPLE;OCCITANIE;RUE DU BARRY;12044;Camarès;1000;12;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;172;25;75;884;16 711;-0,9;Moins de 2000 entrées;COMMUNE DE CAMARES;;NON;NON;;FIXE;NON;R;26;24;0;52,7;31,8;11,5;4,0;11;24,7;23,2;43.824209;2.878911
82752;SALLE POLYVALENTE;PROVENCE-ALPES-COTE D'AZUR;SALLE POLYVALENTE;84029;Camaret-sur-Aigues;4607;84;84111;Camaret-sur-Aigues;5328;06-autres communes et unités urbaines;1;0;29;151;4 470;8 720;-0,5;De 2 à 5 000 entrées;CINEVAL;;OUI;E;JP;ITINERANT;NON;C;67;40;0;62,7;27,6;0,8;8,9;37;60,3;59,9;44.162816;4.889682
82762;ROCAMADOUR;BRETAGNE;RUE DU ROZ;29022;Camaret-sur-Mer;2583;29;29104;Camaret-sur-Mer;2583;06-autres communes et unités urbaines;1;200;30;321;5 242;159 636;-1,0;De 5 à 10 000 entrées;CINES DU BOUT DU MONDE;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;I;112;89;19;63,1;22,3;8,7;5,8;47;54,7;55,6;48.27416;-4.599116
82961;L AIGLON;NOUVELLE AQUITAINE;RUE ANNE DE NEUBOURG;64160;Cambo-les-Bains;6708;64;64203;Cambo-les-Bains;6708;06-autres communes et unités urbaines;1;110;29;291;3 803;104 790;-1,0;De 2 à 5 000 entrées;DOILLET MARIE-HELENE CATHERINE;SAINT LOUIS;OUI;E;JP;FIXE;NON;I;128;100;4;69,7;24,5;5,1;0,7;57;18,4;15,9;43.35874;-1.397218
83071;LE PALACE;HAUTS DE FRANCE;17 RUE ML DE LATTRE DE TASSIGNY;59122;Cambrai;33004;59;59403;Cambrai;47459;05-Unités urbaines de 20 000 à 100 000 hbts;5;605;31;4 563;58 153;34 968;0,7;De 50 à 80 000 entrées;LE PALACE;UGC DIFFUSION;NON;NON;;FIXE;NON;C;117;78;66;57,4;31,6;6,8;4,2;32;35,0;33,6;50.174792;3.236568
83601;VICTORIA;PAYS DE LA LOIRE;RUE SAINT VICTOR;44025;Campbon;3974;44;00000;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;500;30;161;2 745;638 752;-1,0;De 2 à 5 000 entrées;L ESPERANCE DE CAMPBON;SAS CINE DIFFUSION;OUI;E;;FIXE;NON;R;80;61;2;79,7;15,0;5,1;0,3;33;31,8;34,2;47.41167;-1.965724
84292;DUGUESCLIN;BRETAGNE;5 IMPASSE ST MEEN;35049;Cancale;5166;35;35203;Cancale;5166;06-autres communes et unités urbaines;1;228;23;160;5 328;21 190;-0,7;De 5 à 10 000 entrées;LA MOUETTE CANCALAISE;SAS CINE DIFFUSION;OUI;E;JP;FIXE;NON;I;94;74;5;46,4;48,5;2,8;2,3;59;25,6;31,4;48.676977;-1.85005
84382;CINEMA LE BEAULIEU;PAYS DE LA LOIRE;ROUTE D'INGRANDES;49054;Candé;2869;49;49109;Candé;2869;06-autres communes et unités urbaines;1;142;20;166;1 288;547 980;-1,0;Moins de 2000 entrées;COMITE DES FETES DE CANDE;SAS CINE DIFFUSION;NON;NON;;FIXE;NON;I;80;64;1;51,8;35,5;7,6;5,1;23;34,1;38,6;47.551609;-1.038715
84441;CENTRE SIMONE SIGNORET;NOUVELLE AQUITAINE;CHEMIN DU CASSIOT;33090;Canéjan;5417;33;33701;Bordeaux;904359;04-Unités urbaines de 100 000 hbts ou plus;1;383;18;78;2 347;16 847;-0,9;De 2 à 5 000 entrées;COMMUNE DE CANEJAN;SAINT LOUIS;NON;NON;;FIXE;NON;B;49;33;0;62,5;22,0;11,1;4,5;21;57,7;58,0;44.761134;-0.654322
84556;Clap Ciné;OCCITANIE;COLLINE DES LOISIRS;66037;Canet-en-Roussillon;11965;66;66301;Canet-en-Roussillon;11965;06-autres communes et unités urbaines;3;299;30;2 125;21 969;4 515;3,9;De 20 à 30 000 entrées;L'YRE CANET;;NON;NON;;FIXE;NON;I;156;106;56;62,4;34,4;2,6;0,6;70;26,8;24,8;42.701936;3.019408
84711;OLYMPIA;PROVENCE-ALPES-COTE D'AZUR;5 RUE D ANTIBES;06029;Cannes;74285;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;4;727;30;3 685;36 043;8 506;3,2;De 30 à 40 000 entrées;SOCIETE PROVENCALE DE GERANCES CINEMATOGRAPHIQUES;UGC MEDITERRANEE;NON;NON;;FIXE;NON;B;84;68;45;69,5;17,5;7,7;5,3;18;46,0;44,5;43.552366;7.016598
84712;ARCADES;PROVENCE-ALPES-COTE D'AZUR;77 RUE FELIX FAURE;06029;Cannes;74285;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;3;453;32;2 601;39 955;5 968;5,7;De 30 à 40 000 entrées;EURO VIDEO INTERNATIONAL;SARL MC4 DISTRIBUTION;OUI;C;RD;FIXE;NON;B;128;83;67;44,1;49,5;4,5;1,9;88;14,8;10,8;43.552517;7.015358
84734;STUDIO 13;PROVENCE-ALPES-COTE D'AZUR;23 AV DU DOCTEUR PICAUD;06029;Cannes;74285;06;06701;Nice;943354;04-Unités urbaines de 100 000 hbts ou plus;2;300;17;186;1 722;12 045;-0,9;Moins de 2000 entrées;MJC DE CANNES PICAUD;;OUI;C;;FIXE;NON;B;43;15;0;57,9;22,2;12,8;7,1;33;76,7;76,4;43.550716;7.001343
