N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2018;entrées 2017;évolution entrées;tranche d'entrées;propriétaire;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;part des séances de films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude
205213;CENTRE CULTUREL ESPACE MALRAUX;CENTRE-VAL DE LOIRE;ALLEE ANDRE MALRAUX;37122;Joué-lès-Tours;37535;37;37701;Tours;353042;unités urbaines de 100 000 habitants et plus;1;670;9;9;1 751;1 800;-2,70%;Moins de 2000 entrées;VILLE DE JOUE LES TOURS;;non;non classé;;FIXE;NON;banlieue;9;8;0;100;0;0;0;1;11,1;20,1;47.351751;0.6454439999999977
213462;CINE PENTHIEVRE;BRETAGNE;18 BIS RUE DE BOUIN;22093;Lamballe;13465;22;22301;Lamballe;13465;unités urbaines de moins de 20 000 habitants et zones rurales;1;210;53;337;14 138;14 875;-5,00%;De 10 à 20 000 entrées;ASSOCIATION PENTHIEVRE OMNISPORTS;CINEDIFFUSION;non;non classé;;FIXE;NON;commune isolée;133;101;0;59,4;27,5;13,1;0;44;30,6;41,5;48.46778;-2.510319
213933;LE MELIES  (EX-NOUVEAU CINEMA);CENTRE-VAL DE LOIRE;3 RUE GAUGIRAN;41106;Lamotte-Beuvron;4750;41;41110;Lamotte-Beuvron;4750;unités urbaines de moins de 20 000 habitants et zones rurales;1;168;49;401;11 422;12 086;-5,50%;De 10 à 20 000 entrées;VILLE DE LAMOTTE BEUVRON;CVL;non;non classé;;FIXE;NON;commune isolée;113;90;3;64,5;24,9;9,7;0,9;31;19;21,4;47.60131;2.026127
214541;LE ROHAN;BRETAGNE;55 RUE DE LA FONTAINE BLANCHE;29103;Landerneau;15746;29;29308;Landerneau;17686;unités urbaines de moins de 20 000 habitants et zones rurales;2;470;50;1 606;48 954;51 310;-4,60%;De 40 à 50 000 entrées;LE ROHAN;CINEDIFFUSION;oui;catégorie E;JP;FIXE;NON;commune-centre;167;120;51;48,4;39,7;10,6;1,3;79;18;13,5;48.452604;-4.252927
214841;STUDIO;BRETAGNE;3 AV FOCH;29105;Landivisiau;9079;29;29301;Landivisiau;11158;unités urbaines de moins de 20 000 habitants et zones rurales;2;394;50;1 597;50 246;51 079;-1,60%;De 50 à 80 000 entrées;LE ROHAN;CINEDIFFUSION;oui;catégorie E;JP;FIXE;NON;commune-centre;156;120;51;46,1;44,2;8,8;0,9;68;16,7;9,2;48.510619;-4.069393
215183;MEGA CGR;BRETAGNE;RUE GUSTAVE ZEDE;56098;Lanester;22095;56;56601;Lorient;114299;unités urbaines de 100 000 habitants et plus;11;1890;53;22 206;458 019;491 390;-6,80%;De 450 à 700 000 entrées;CGR;CGR;non;non classé;;FIXE;OUI;banlieue;235;200;196;36,8;50,8;11,8;0,6;32;9,4;4,8;47.775894;-3.35298
215502;ESPACE JEAN-HUGUES ANGLADE (EX-FOYER COMMUNAL);CENTRE-VAL DE LOIRE;PLACE LEON BROYER;37123;Langeais;4593;37;37108;Langeais;4593;unités urbaines de moins de 20 000 habitants et zones rurales;1;189;51;455;15 415;15 423;-0,10%;De 10 à 20 000 entrées;VILLE DE LANGEAIS;;oui;catégorie E;JPPR;FIXE;NON;commune isolée;167;136;0;62,9;21,3;13,4;2,4;98;46,2;49;47.326633;0.408328
215723;NEW VOX;GRAND EST;15 RUE GRAND BIE;52269;Langres;7786;52;52202;Langres;9347;unités urbaines de moins de 20 000 habitants et zones rurales;2;344;53;2 547;47 336;50 437;-6,10%;De 40 à 50 000 entrées;CINEX LOISIRS;;oui;catégorie E;RDJPPR;FIXE;NON;commune-centre;251;169;41;49,3;39,3;10,8;0,7;140;24,5;19,3;47.861736;5.332835
216171;LES BALADINS;BRETAGNE;34 AV DU GAL DE GAULLE;22113;Lannion;19827;22;22403;Lannion;49438;unités urbaines de 20 000 à 100 000 habitants;5;828;53;6 729;195 859;212 467;-7,80%;De 150 à 200 000 entrées;LES BALADINS;;oui;catégorie D;;FIXE;NON;commune-centre;278;214;119;46,4;42,1;11,1;0,3;136;21,6;15,7;48.72808;-3.460577
216843;FORUM;HAUTS DE FRANCE;17 AV CARNOT;2408;Laon;25358;2;2403;Laon;28791;unités urbaines de 20 000 à 100 000 habitants;5;790;53;6 953;113 837;120 883;-5,80%;De 100 à 150 000 entrées;CGR;CGR;non;non classé;;FIXE;NON;commune-centre;224;173;96;44;46,9;8,9;0,2;110;12,3;7,2;49.569175;3.623996
216851;MAISON DES ARTS ET LOISIRS;HAUTS DE FRANCE;PLACE AUBRY;2408;Laon;25358;2;2403;Laon;28791;unités urbaines de 20 000 à 100 000 habitants;1;117;11;25;915;825;11%;Moins de 2000 entrées;VILLE DE LAON;;non;non classé;;FIXE;NON;commune-centre;1;0;0;0;0;100;0;1;4;100;49.564845;3.62504
220074;CINEVILLE;PAYS DE LA LOIRE;25 QUAI GAMBETTA;53130;Laval;49848;53;53501;Laval;67160;unités urbaines de 20 000 à 100 000 habitants;9;1844;53;13 730;402 482;453 302;-11,20%;De 300 à 450 000 entrées;CINEVILLE;CINEDIFFUSION;oui;catégorie D;RDJPPR;FIXE;OUI;commune-centre;418;265;163;46,8;41,6;10,5;1,2;209;18,4;14,4;48.072111;-0.771727
221971;CINEMA ST MICHEL;PAYS DE LA LOIRE;PLACE DU GENERAL CHARETTE;44081;Legé;4491;44;44114;Legé;4491;unités urbaines de moins de 20 000 habitants et zones rurales;1;263;52;449;10 842;12 367;-12,30%;De 10 à 20 000 entrées;CINEMA SAINT-MICHEL;GPCI;oui;catégorie E;;FIXE;NON;commune isolée;189;150;11;61,1;22,1;14,5;2,3;92;39,6;33,4;46.88534;-1.59841
223593;EVEN;BRETAGNE;18 RUE ALSACE LORRAINE;29124;Lesneven;7290;29;29303;Lesneven;12959;unités urbaines de moins de 20 000 habitants et zones rurales;1;340;53;513;31 728;33 293;-4,70%;De 30 à 40 000 entrées;ASSOCIATION CULTURELLE DE LA COTE DES LEGENDES;CINEDIFFUSION;oui;catégorie E;JP;FIXE;NON;commune-centre;201;146;14;57,6;28,7;10,5;3,1;97;38,6;40,4;48.572208;-4.327487
226211;SALLE ST MICHEL;BRETAGNE;1 RUE ARISTIDE BRIAND;35152;Liffré;7370;35;35210;Liffré;7370;unités urbaines de moins de 20 000 habitants et zones rurales;1;300;48;348;28 106;26 829;5%;De 20 à 30 000 entrées;ASSOCIATION CULTURELLE CINEMA SAINT MICHEL;CINEDIFFUSION;oui;catégorie E;;FIXE;NON;commune isolée;154;127;4;45,8;36,1;14,7;3,5;67;35,6;26,7;48.213038;-1.504786
227982;CENTRE CULTUREL JULIOBONA;NORMANDIE;PLACE DE COUBERTIN;76384;Lillebonne;8963;76;76402;Lillebonne;21641;unités urbaines de 20 000 à 100 000 habitants;1;377;29;128;8 170;7 804;5%;De 5 à 10 000 entrées;VILLE DE LILLEBONNE;NOE;non;non classé;;FIXE;NON;commune-centre;66;46;0;44,3;40,5;13,8;1,4;26;33,6;30,4;49.518115;0.53231
229082;TRIANON;NORMANDIE;BD DE LA PLAGE;14365;Lion-sur-Mer;2394;14;14201;Hermanville-sur-Mer;5413;unités urbaines de moins de 20 000 habitants et zones rurales;1;111;53;165;4 274;4 288;-0,30%;De 2 à 5 000 entrées;reynaud -exploitant;;oui;catégorie E;;FIXE;NON;banlieue;151;130;0;56,9;25,8;14,2;3,1;80;48,2;42,6;49.301809;-0.316265
229261;ROYAL;NORMANDIE;12 14 RUE DU 11 NOVEMBRE;14366;Lisieux;20771;14;14401;Lisieux;28545;unités urbaines de 20 000 à 100 000 habitants;3;536;53;2 862;76 118;86 862;-12,40%;De 50 à 80 000 entrées;REYNAUD;GPCI;non;non classé;;FIXE;NON;commune-centre;85;74;62;37;51,8;11,2;0;6;2,9;1,6;49.143794;0.227798
229262;MAJESTIC;NORMANDIE;7 RUE DU CHAR;14366;Lisieux;20771;14;14401;Lisieux;28545;unités urbaines de 20 000 à 100 000 habitants;2;536;53;2 066;38 489;34 322;12%;De 30 à 40 000 entrées;REYNAUD;GPCI;oui;catégorie D;JP;FIXE;NON;commune-centre;164;117;34;64,3;25,8;8,2;1,7;123;41,4;32,5;49.145632;0.228315
230152;VIGNY;CENTRE-VAL DE LOIRE;42 RUE BOURDILLET;37132;Loches;6299;37;37301;Loches;10355;unités urbaines de moins de 20 000 habitants et zones rurales;2;503;49;838;28 610;30 541;-6,30%;De 20 à 30 000 entrées;NAGOT MARC;;oui;catégorie E;;FIXE;NON;commune-centre;162;135;25;62,6;27,6;8,9;0,9;65;25,4;22,7;47.129518;0.993278
230301;LE CLUB;BRETAGNE;1 RUE JEAN MARIE LAMMENAIS;56117;Locminé;4159;56;56214;Locminé;7918;unités urbaines de moins de 20 000 habitants et zones rurales;1;228;53;1 028;34 067;33 068;3%;De 30 à 40 000 entrées;ASSOCIATION CINEMA LE CLUB;MICROMEGAS;oui;catégorie E;JP;FIXE;NON;commune-centre;205;158;14;58,6;31,9;8,2;1,3;93;21,9;15,1;47.88976;-2.835941
233001;CINEVILLE;BRETAGNE;4 BOULEVARD DU MARECHAL  JOFFRE;56121;Lorient;57567;56;56601;Lorient;114299;unités urbaines de 100 000 habitants et plus;11;2160;53;19 377;370 464;396 832;-6,60%;De 300 à 450 000 entrées;CINEVILLE;CINEDIFFUSION;non;non classé;;FIXE;OUI;commune-centre;362;273;229;47,4;36,4;13,9;2,3;188;35,9;32,2;47.751879;-3.366695
233181;CINE LOROUX;PAYS DE LA LOIRE;RUE DE LA LIOTTERIE;44084;Le Loroux-Bottereau;8031;44;44303;Saint-Julien-de-Concelles;14891;unités urbaines de moins de 20 000 habitants et zones rurales;1;198;48;367;10 277;10 003;3%;De 10 à 20 000 entrées;ASSOCIATION CINE LOROUX;GPCI;oui;catégorie E;;FIXE;NON;commune-centre;164;128;2;66;21,4;10,9;1,7;86;40,3;44,8;47.236043;-1.348969
233722;QUAI DES IMAGES;BRETAGNE;BLVD VICTOR ETIENNE;22136;Loudéac;9615;22;22205;Loudéac;9615;unités urbaines de moins de 20 000 habitants et zones rurales;2;409;51;2 041;36 282;35 017;4%;De 30 à 40 000 entrées;VILLE DE LOUDEAC;MICROMEGAS;oui;catégorie E;RDJPPR;FIXE;NON;commune isolée;304;225;42;53,3;32,4;12,2;2,1;181;42,9;28,7;48.172681;-2.751236
234801;LE GRAND FORUM;NORMANDIE;PLACE GEORGES MELIES;27375;Louviers;18410;27;27402;Louviers;44239;unités urbaines de 20 000 à 100 000 habitants;5;960;53;6 554;109 578;109 728;-0,10%;De 100 à 150 000 entrées;CINEMAS GRAND FORUM;;non;non classé;;FIXE;NON;commune-centre;227;172;114;37,7;51,7;9,3;1,3;87;9,7;8,4;49.216151;1.170764
235831;DRAKKAR;NORMANDIE;PLACE ABEL DOUCET;14384;Luc-sur-Mer;3171;14;14302;Douvres-la-Délivrande - Luc-sur-Mer;14825;unités urbaines de moins de 20 000 habitants et zones rurales;1;340;18;159;2 768;2 412;15%;De 2 à 5 000 entrées;reynaud -exploitant;GPCI;non;non classé;;FIXE;NON;commune-centre;44;41;0;48,9;43,6;6,7;0,8;8;6,3;7,4;49.310786;-0.361997
235942;ESPACE RONSARD;PAYS DE LA LOIRE;PLACE DU CHAMP DE FOIRE;72176;Le Lude;3876;72;72115;Le Lude;3876;unités urbaines de moins de 20 000 habitants et zones rurales;1;425;50;110;3 709;4 322;-14,20%;De 2 à 5 000 entrées;VILLE DU LUDE;;non;non classé;;FIXE;NON;commune isolée;88;71;1;70,6;19,8;5,6;4;23;26,4;15,7;47.643316;0.156442
239121;CINÉMACHECOUL;PAYS DE LA LOIRE;23 RUE DES CAPUCINS;44087;Machecoul-Saint-Même;7341;44;44202;Machecoul;7341;unités urbaines de moins de 20 000 habitants et zones rurales;2;327;50;1 101;39 207;44 186;-11,30%;De 30 à 40 000 entrées;VILLE DE MACHECOUL;veo;oui;catégorie E;JP;FIXE;NON;commune isolée;242;197;13;61,1;26,7;11,6;0,7;114;30,9;23,7;46.993184;-1.823515
242852;ARMORIC CINEMA;BRETAGNE;RUE DANIEL RIALET;56124;Malestroit;2459;56;56112;Malestroit;3519;unités urbaines de moins de 20 000 habitants et zones rurales;1;234;53;402;12 817;13 084;-2,00%;De 10 à 20 000 entrées;ASSOCIATION ARMORIC CINEMA;CINEDIFFUSION;oui;catégorie E;;FIXE;NON;commune-centre;204;175;1;60,3;25,7;12,9;1,1;78;31,8;32,9;47.808963;-2.386134
243552;REX;PAYS DE LA LOIRE;2 RUE DE LA GARE;72180;Mamers;5304;72;72202;Mamers;5815;unités urbaines de moins de 20 000 habitants et zones rurales;2;271;53;2 388;43 444;46 848;-7,30%;De 40 à 50 000 entrées;ASSOCIATION CINEMAMERS;;oui;catégorie E;RDJPPR;FIXE;NON;commune-centre;342;257;55;62,5;24,8;9,3;3,4;181;25,9;25,7;48.347714;0.363927
244481;CGR COLISEE;PAYS DE LA LOIRE;11 RUE DU PORT;72181;Le Mans;143325;72;72701;Le Mans;210018;unités urbaines de 100 000 habitants et plus;7;1126;53;10 765;44 021;47 788;-7,90%;De 40 à 50 000 entrées;CGR;CGR;non;non classé;;FIXE;NON;commune-centre;228;138;92;36,1;46,1;14,6;3,3;69;10,7;10,2;48.002865;0.194124
244491;LE ROYAL;PAYS DE LA LOIRE;409 AVENUE FELIX GENESLAY;72181;Le Mans;143325;72;72701;Le Mans;210018;unités urbaines de 100 000 habitants et plus;1;94;50;542;13 230;12 408;7%;De 10 à 20 000 entrées;VILLE DU MANS;;non;non classé;;FIXE;NON;commune-centre;138;92;0;72,5;6,9;12,3;8,3;80;55,4;59,2;47.968733;0.203923
244492;LES CINEASTES;PAYS DE LA LOIRE;PLACE DES COMTES DU MAINE;72181;Le Mans;143325;72;72701;Le Mans;210018;unités urbaines de 100 000 habitants et plus;4;383;53;7 151;114 229;99 554;15%;De 100 à 150 000 entrées;CENTRE JACQUES PREVERT;;oui;catégorie A;RDJPPR;FIXE;NON;commune-centre;372;215;155;62,4;7,9;18;11,7;317;93,1;95;48.004856;0.20079
244496;PATHE;PAYS DE LA LOIRE;3 PLACE DES JACOBINS;72181;Le Mans;143325;72;72701;Le Mans;210018;unités urbaines de 100 000 habitants et plus;11;1811;53;23 921;502 170;517 278;-2,90%;De 450 à 700 000 entrées;Les cinemas GAUMONT-PATHE;Les cinémas Gaumont-Pathé;non;non classé;;FIXE;OUI;commune-centre;262;210;206;38,8;48,1;12,9;0,2;57;17,2;12,7;48.007113;0.199047
248763; ESPACE CULTUREL BEAUMARCHAIS;NORMANDIE;13 RUE DE LA REPUBLIQUE;76410;Maromme;11023;76;755;Rouen;467133;unités urbaines de 100 000 habitants et plus;1;245;39;90;3 812;4 599;-17,10%;De 2 à 5 000 entrées;VILLE DE MAROMME;NOE;non;non classé;;FIXE;NON;banlieue;43;26;0;65,5;11,4;23,1;0;12;30;36,6;49.479355;1.042864
252991;L AURORE;BRETAGNE;5 RUE DU FRERE CYPRIEN;35168;Val d'Anast;3908;35;0;Zone rurale;14541106;unités urbaines de 100 000 habitants et plus;1;173;49;253;8 984;10 455;-14,10%;De 5 à 10 000 entrées;VILLE DE MAURE DE BRETAGNE;CINEDIFFUSION;oui;catégorie E;;FIXE;NON;territoire rural;154;128;0;50,6;37,3;10,2;1,9;52;26,1;15,5;47.891029;-1.991909
253763;VOX;PAYS DE LA LOIRE;16 PLACE JUHEL;53147;Mayenne;13016;53;53301;Mayenne;15119;unités urbaines de moins de 20 000 habitants et zones rurales;3;374;53;3 870;84 895;5 995;1316%;De 80 à 100 000 entrées;COMMUNAUTE COMMUNE DU PAYS DE MAYENNE;;non;non classé;;FIXE;NON;commune-centre;440;283;100;55,7;30,7;9,8;3,8;290;38,2;28,2;48.302362;-0.620404
257772;LE STUDIO;BRETAGNE;CHEMIN DES DAMES;22147;Merdrignac;2937;22;22103;Merdrignac;2937;unités urbaines de moins de 20 000 habitants et zones rurales;1;142;47;300;7 033;6 135;15%;De 5 à 10 000 entrées;SOCIETE DU PATRONAGE SAINT MICHEL;CINEDIFFUSION;non;non classé;;FIXE;NON;commune isolée;142;113;3;50,3;35,5;13,6;0,6;37;23,7;23,6;48.19242;-2.416156
258652;GERARD PHILIPE;HAUTS DE FRANCE;RUE PAUL DOUMER;80533;Mers-les-Bains;2840;80;453;Eu;20095;unités urbaines de 20 000 à 100 000 habitants;1;214;53;1 418;58 761;61 611;-4,60%;De 50 à 80 000 entrées;CINEPIC;;non;non classé;;FIXE;NON;banlieue;171;143;65;60,5;33,4;5,6;0,5;61;13,5;12,2;50.066803;1.384364
258732;DOMINO;HAUTS DE FRANCE;RUE FRANÇOIS TRUFFAUT;60395;Méru;14703;60;60302;Méru;14703;unités urbaines de moins de 20 000 habitants et zones rurales;2;237;50;2 438;31 857;33 109;-3,80%;De 30 à 40 000 entrées;VILLE DE MERU;;oui;catégorie E;RDJPPR;FIXE;NON;commune isolée;260;187;47;38;45,9;13,4;2,8;97;21,5;18,4;49.234352;2.134691
261032;LA FABRIQUE;CENTRE-VAL DE LOIRE;5 RUE DES MAUVES;45203;Meung-sur-Loire;6267;45;45209;Meung-sur-Loire;9217;unités urbaines de moins de 20 000 habitants et zones rurales;1;143;36;84;4 192;4 915;-14,70%;De 2 à 5 000 entrées;VILLE DE MEUNG SUR LOIRE;;non;non classé;;FIXE;NON;commune-centre;67;48;0;56,1;24;18,5;1,3;38;47,6;46,8;47.826282;1.696401
261730;MEGA CGR;BRETAGNE;CAP MALO - BORDURE D27 & RN 137;35177;La Mézière;4644;35;35127;La Mézière;4644;unités urbaines de moins de 20 000 habitants et zones rurales;12;2580;53;24 546;602 285;648 307;-7,10%;De 450 à 700 000 entrées;CGR;CGR;non;non classé;;FIXE;OUI;commune isolée;253;210;206;38,9;48,6;12,3;0,3;39;10,6;6,5;48.202673;-1.730539
264151;LE KERFANY;BRETAGNE;13 RUE DES MOULINS;29150;Moëlan-sur-Mer;6874;29;29206;Moëlan-sur-Mer;6874;unités urbaines de moins de 20 000 habitants et zones rurales;1;172;53;1 118;45 299;43 978;3%;De 40 à 50 000 entrées;LES GARS DE SAINT PHILIBERT;CINEDIFFUSION;oui;catégorie E;JPPR;FIXE;NON;commune isolée;291;221;18;60,8;22,4;13,7;3,1;165;47;47,3;47.808314;-3.635534
266361;UGC CINE CITE;NORMANDIE;RUE ERNEST COGNACQ;14437;Mondeville;9719;14;14601;Caen;198639;unités urbaines de 100 000 habitants et plus;12;2452;53;25 015;656 571;747 310;-12,10%;De 450 à 700 000 entrées;UGC;UGC;non;non classé;;FIXE;OUI;banlieue;283;194;169;40,3;49,8;9,8;0,1;107;13,5;6,9;49.166065;-0.30018
267061;FOYER RURAL;CENTRE-VAL DE LOIRE;SALLE RAYMOND DEVOS;37153;Monnaie;4298;37;37106;Monnaie;4298;unités urbaines de moins de 20 000 habitants et zones rurales;1;300;49;401;21 927;20 961;5%;De 20 à 30 000 entrées;CINE-OFF;;oui;catégorie E;JP;ITINERANT;NON;commune isolée;92;61;0;62,7;21,7;12,2;3,4;41;47,4;55;47.499906;0.752013
267832;LE MONTAGNARD;PAYS DE LA LOIRE;RUE DE VERDUN;44101;La Montagne;6135;44;44701;Nantes;633690;unités urbaines de 100 000 habitants et plus;1;205;47;467;19 744;20 690;-4,60%;De 10 à 20 000 entrées;CINEMA LE MONTAGNARD;CINEDIFFUSION;oui;catégorie C;;FIXE;NON;banlieue;221;179;3;58,5;27;12,4;2;115;42,6;36,9;47.18723;-1.679304
268583;ALTICINE;CENTRE-VAL DE LOIRE;6 RUE DU PORT;45208;Montargis;14254;45;45501;Montargis;55881;unités urbaines de 20 000 à 100 000 habitants;9;1499;53;15 368;326 335;359 770;-9,30%;De 300 à 450 000 entrées;ALTICINE/REYNAUD;GPCI;oui;catégorie D;;FIXE;OUI;commune-centre;386;284;179;38,7;50,5;9,8;1;196;16,5;10,2;48.001962;2.729169
268733;PATHE;HAUTS DE FRANCE;91 RUE LOUIS BLANC & EMILE ZOLA;60414;Montataire;13360;60;60601;Creil;120350;unités urbaines de 100 000 habitants et plus;14;3450;53;24 555;596 897;615 696;-3,10%;De 450 à 700 000 entrées;Les cinemas GAUMONT-PATHE;Les cinémas Gaumont-Pathé;non;non classé;;FIXE;OUI;banlieue;317;264;217;31,6;56,1;11,9;0,3;102;14;7,2;49.261576;2.452904
268841;CINE MONTAL;BRETAGNE;20 RUE DU PERRY;35184;Montauban-de-Bretagne;5095;35;35129;Montauban-de-Bretagne;5095;unités urbaines de moins de 20 000 habitants et zones rurales;1;150;48;313;11 192;12 032;-7,00%;De 10 à 20 000 entrées;AEP MONTALBANAISE;CINEDIFFUSION;oui;catégorie E;;FIXE;NON;commune isolée;167;136;8;60,9;31,2;5,4;2,5;69;32,3;28,3;48.200293;-2.049655
269222;LE GENERIQUE;CENTRE-VAL DE LOIRE;10 RUE DE MONTS;37154;Montbazon;4154;37;37701;Tours;353042;unités urbaines de 100 000 habitants et plus;1;175;17;242;10 431;22 925;-54,50%;De 10 à 20 000 entrées;ASSOCIATION LES AMIS DE L'ESPACE PIERRE MERY;CVL;oui;catégorie C;;FIXE;NON;banlieue;55;36;7;60,4;20,4;17,5;1,6;29;39,3;48,3;47.286138;0.703952
270633;HOLLYWOOD AVENUE;HAUTS DE FRANCE;2 BIS,  AV PAUL DOUMER;80561;Montdidier;6201;80;80202;Montdidier;6384;unités urbaines de moins de 20 000 habitants et zones rurales;1;178;52;545;23 887;25 551;-6,50%;De 20 à 30 000 entrées;VILLE DE MONTDIDIER;;non;non classé;;FIXE;NON;commune-centre;148;112;6;52,2;37,8;10;0;29;11,4;10,4;49.647736;2.570756
272101;LA CANE;BRETAGNE;13 BD CARNOT;35188;Montfort-sur-Meu;6556;35;35208;Montfort-sur-Meu;6556;unités urbaines de moins de 20 000 habitants et zones rurales;1;264;49;648;32 488;30 140;8%;De 30 à 40 000 entrées;LA CANE MONTFORTAISE;CINEDIFFUSION;oui;catégorie E;;FIXE;NON;commune isolée;270;217;12;60,9;27,3;10,1;1,7;120;31,6;26,6;48.134411;-1.950548
273565;CINEMA LES ARTS;NORMANDIE;ZAC DE LA VALLEE                AVENUE DE LA BELLE ETOILE;76447;Montivilliers;16016;76;76701;Le Havre;237578;unités urbaines de 100 000 habitants et plus;4;861;53;5 585;174 918;83 818;109%;De 150 à 200 000 entrées;LA CANE MONTFORTAISE;;non;non classé;;FIXE;NON;banlieue;241;153;66;30;56,3;13,6;0,2;103;5,2;2,9;49.534592;0.181289
273631;MONTJEAN CINEMA;PAYS DE LA LOIRE;RUE DE L AUMONERIE;49244;Mauges-sur-Loire;18356;49;49208;La Pommeraye;18356;unités urbaines de moins de 20 000 habitants et zones rurales;1;155;53;630;21 461;21 570;-0,50%;De 20 à 30 000 entrées;MONTJEAN CINEMA;;non;non classé;;FIXE;NON;commune-centre;124;98;30;52,8;37,9;9,4;0;24;11,6;6,4;47.38864;-0.8621689999999944
274603;LE DON CAMILLO (EX-MONTMIRAIL);GRAND EST;AV DE GAULLE/RUE DE LA MOLOTTE;51380;Montmirail;3643;51;51111;Montmirail;3643;unités urbaines de moins de 20 000 habitants et zones rurales;2;288;53;1 406;13 629;14 916;-8,60%;De 10 à 20 000 entrées;AMNESIA CORP;;oui;catégorie E;;FIXE;NON;commune isolée;197;168;29;48,1;44;7;0,9;64;14,2;10,4;48.873643;3.534231
276351;LE REGENT;CENTRE-VAL DE LOIRE;3 BD PHILIPPE AUGUSTE;41151;Montrichard Val de Cher;3837;41;41204;Montrichard;6854;unités urbaines de moins de 20 000 habitants et zones rurales;1;195;53;815;29 041;29 987;-3,20%;De 20 à 30 000 entrées;ASSOCIATION CINEMA CANTONAL DE MONTRICHARD;CVL;oui;catégorie E;JPPR;FIXE;NON;commune-centre;244;179;10;61,2;22,6;10,8;5,3;138;41,6;32,6;47.343448;1.182804
276712;ARIEL;NORMANDIE;PLACE COLBERT;76451;Mont-Saint-Aignan;19209;76;755;Rouen;467133;unités urbaines de 100 000 habitants et plus;1;278;48;695;20 815;19 659;6%;De 20 à 30 000 entrées;VILLE DE MONT SAINT AIGNAN;;oui;catégorie C;RDJPPR;FIXE;NON;banlieue;142;77;0;58,9;14;21,9;5,1;119;76,7;77,5;49.462477;1.070892
277201;MAJESTIC;PAYS DE LA LOIRE;8 RUE DE GESNES;53161;Montsûrs-Saint-Céneré;2561;53;53101;Montsûrs;2561;unités urbaines de moins de 20 000 habitants et zones rurales;1;290;49;249;7 393;8 121;-9,00%;De 5 à 10 000 entrées;VILLE DE MONTSURS;CINEDIFFUSION;non;non classé;;FIXE;NON;commune isolée;129;98;2;64,5;25,2;8,5;1,8;40;23,3;22,9;48.136733;-0.555009
277893;SALLE DES FETES;HAUTS DE FRANCE;SALLE DES FETES;80570;Moreuil;4007;80;80117;Moreuil;4516;unités urbaines de moins de 20 000 habitants et zones rurales;1;0;38;179;7 556;8 041;-6,00%;De 5 à 10 000 entrées;FEDERATION DEPARTEMENTALE MJC DE LA SOMME;;non;non classé;;ITINERANT;NON;commune-centre;46;25;1;71,7;25,1;3,2;0;31;61,5;67,3;49.780148;2.47974
278231;RIALTO;BRETAGNE;3 RUE DE L HOSPICE;29151;Morlaix;14830;29;29403;Morlaix;25437;unités urbaines de 20 000 à 100 000 habitants;3;697;53;3 930;77 472;87 527;-11,50%;De 50 à 80 000 entrées;LE SIAM;MICROMEGAS;non;non classé;;FIXE;NON;commune-centre;113;92;69;44;46;9,8;0,1;17;5,6;6,2;48.575673;-3.827938
278241;LA SALAMANDRE;BRETAGNE;RUE EUGENE POTTIER;29151;Morlaix;14830;29;29403;Morlaix;25437;unités urbaines de 20 000 à 100 000 habitants;1;146;49;1 151;28 733;28 859;-0,40%;De 20 à 30 000 entrées;LA SALAMANDRE;CINEDIFFUSION;oui;catégorie D;RDJPPR;FIXE;NON;commune-centre;167;109;18;52,4;18,9;15,9;12,8;158;90,1;93,9;48.589341;-3.817369
278721;ETOILE;NORMANDIE;56 PLACE DU GENERAL DE GAULLE;61293;Mortagne-au-Perche;3929;61;61201;Mortagne-au-Perche;4844;unités urbaines de moins de 20 000 habitants et zones rurales;1;146;49;990;35 047;35 206;-0,50%;De 30 à 40 000 entrées;ASSOCIATION CINE LUMIERE;GPCI;oui;catégorie E;RDJPPR;FIXE;NON;commune-centre;205;148;26;57,6;27,6;11,9;2,9;122;44,5;31,6;48.520588;0.545946
282092;SALLE DES FETES;GRAND EST;SALLE DES FETES;8311;Mouzon;2356;8;8102;Mouzon;2356;unités urbaines de moins de 20 000 habitants et zones rurales;1;200;49;584;28 736;33 359;-13,90%;De 20 à 30 000 entrées;LIGUE DE L'ENSEIGNEMENT DE CHAMPAGNE ARDENNE;;oui;catégorie E;JP;ITINERANT;NON;commune isolée;95;38;0;53,4;18;19,4;9,2;72;58,4;71,1;49.582217;5.079352
282731;SIMONE SIGNORET;PAYS DE LA LOIRE;AVENUE BONEN;72213;Mulsanne;5088;72;72117;Mulsanne;5088;unités urbaines de moins de 20 000 habitants et zones rurales;1;252;47;294;5 329;8 090;-34,10%;De 5 à 10 000 entrées;VILLE DE MULSANNE;;oui;catégorie E;;FIXE;NON;commune isolée;94;62;0;69,2;12;9,4;9,4;40;37,1;37,1;47.913307;0.246735
